station_id,year,SWE_total,melt_peak,peak_date
综合5要素_站点_54429_1980_2019_withptype_filled_withptype,1980,2.8,2.0,1980-03-22
综合5要素_站点_54429_1980_2019_withptype_filled_withptype,1981,0.0,0.0,1981-03-01
综合5要素_站点_54429_1980_2019_withptype_filled_withptype,1982,0.0,0.0,1982-03-01
综合5要素_站点_54429_1980_2019_withptype_filled_withptype,1983,11.5,9.1,1983-03-17
综合5要素_站点_54429_1980_2019_withptype_filled_withptype,1984,10.1,2.8,1984-03-21
综合5要素_站点_54429_1980_2019_withptype_filled_withptype,1985,0.6,0.6,1985-03-12
综合5要素_站点_54429_1980_2019_withptype_filled_withptype,1986,4.5,2.7,1986-03-11
综合5要素_站点_54429_1980_2019_withptype_filled_withptype,1987,15.299999999999999,9.0,1987-03-20
综合5要素_站点_54429_1980_2019_withptype_filled_withptype,1988,4.0,4.0,1988-03-24
综合5要素_站点_54429_1980_2019_withptype_filled_withptype,1989,0.0,0.0,1989-03-01
综合5要素_站点_54429_1980_2019_withptype_filled_withptype,1990,0.0,0.0,1990-03-01
综合5要素_站点_54429_1980_2019_withptype_filled_withptype,1991,18.1,9.0,1991-03-26
综合5要素_站点_54429_1980_2019_withptype_filled_withptype,1992,0.0,0.0,1992-03-01
综合5要素_站点_54429_1980_2019_withptype_filled_withptype,1993,0.0,0.0,1993-03-01
综合5要素_站点_54429_1980_2019_withptype_filled_withptype,1994,0.0,0.0,1994-03-01
综合5要素_站点_54429_1980_2019_withptype_filled_withptype,1995,0.9,0.9,1995-03-16
综合5要素_站点_54429_1980_2019_withptype_filled_withptype,1996,0.0,0.0,1996-03-01
综合5要素_站点_54429_1980_2019_withptype_filled_withptype,1997,0.1,0.1,1997-03-01
综合5要素_站点_54429_1980_2019_withptype_filled_withptype,1998,1.8,1.2,1998-03-19
综合5要素_站点_54429_1980_2019_withptype_filled_withptype,1999,5.800000000000001,3.1,1999-03-09
综合5要素_站点_54429_1980_2019_withptype_filled_withptype,2000,0.0,0.0,2000-03-01
综合5要素_站点_54429_1980_2019_withptype_filled_withptype,2001,0.0,0.0,2001-03-01
综合5要素_站点_54429_1980_2019_withptype_filled_withptype,2002,0.0,0.0,2002-03-01
综合5要素_站点_54429_1980_2019_withptype_filled_withptype,2003,0.0,0.0,2003-03-01
综合5要素_站点_54429_1980_2019_withptype_filled_withptype,2004,1.2,1.2,2004-03-07
综合5要素_站点_54429_1980_2019_withptype_filled_withptype,2005,4.1,4.1,2005-03-06
综合5要素_站点_54429_1980_2019_withptype_filled_withptype,2006,2.8,2.8,2006-03-11
综合5要素_站点_54429_1980_2019_withptype_filled_withptype,2007,30.9,12.8,2007-03-09
综合5要素_站点_54429_1980_2019_withptype_filled_withptype,2008,0.0,0.0,2008-03-01
综合5要素_站点_54429_1980_2019_withptype_filled_withptype,2009,0.0,0.0,2009-03-01
综合5要素_站点_54429_1980_2019_withptype_filled_withptype,2010,6.6,4.0,2010-03-14
综合5要素_站点_54429_1980_2019_withptype_filled_withptype,2011,0.0,0.0,2011-03-01
综合5要素_站点_54429_1980_2019_withptype_filled_withptype,2012,2.2,1.4,2012-03-18
综合5要素_站点_54429_1980_2019_withptype_filled_withptype,2013,0.4,0.4,2013-03-23
综合5要素_站点_54429_1980_2019_withptype_filled_withptype,2014,0.0,0.0,2014-03-01
综合5要素_站点_54429_1980_2019_withptype_filled_withptype,2015,0.0,0.0,2015-03-01
综合5要素_站点_54429_1980_2019_withptype_filled_withptype,2016,0.0,0.0,2016-03-01
综合5要素_站点_54429_1980_2019_withptype_filled_withptype,2017,0.0,0.0,2017-03-01
综合5要素_站点_54429_1980_2019_withptype_filled_withptype,2018,9.7,5.2,2018-04-05
综合5要素_站点_54429_1980_2019_withptype_filled_withptype,2019,0.0,0.0,2019-03-01
