station_id,year,SWE_total,melt_peak,peak_date
综合5要素_站点_54929_1980_2019_withptype_filled_withptype,1980,5.4,3.1,1980-03-22
综合5要素_站点_54929_1980_2019_withptype_filled_withptype,1981,1.0,1.0,1981-03-03
综合5要素_站点_54929_1980_2019_withptype_filled_withptype,1982,11.4,6.8,1982-03-17
综合5要素_站点_54929_1980_2019_withptype_filled_withptype,1983,12.5,8.0,1983-03-01
综合5要素_站点_54929_1980_2019_withptype_filled_withptype,1984,1.5,1.5,1984-03-14
综合5要素_站点_54929_1980_2019_withptype_filled_withptype,1985,0.0,0.0,1985-03-01
综合5要素_站点_54929_1980_2019_withptype_filled_withptype,1986,5.6,4.1,1986-03-18
综合5要素_站点_54929_1980_2019_withptype_filled_withptype,1987,8.9,4.9,1987-03-08
综合5要素_站点_54929_1980_2019_withptype_filled_withptype,1988,6.5,6.5,1988-03-21
综合5要素_站点_54929_1980_2019_withptype_filled_withptype,1989,0.0,0.0,1989-03-01
综合5要素_站点_54929_1980_2019_withptype_filled_withptype,1990,0.0,0.0,1990-03-01
综合5要素_站点_54929_1980_2019_withptype_filled_withptype,1991,36.8,14.4,1991-03-11
综合5要素_站点_54929_1980_2019_withptype_filled_withptype,1992,12.299999999999999,5.1,1992-03-05
综合5要素_站点_54929_1980_2019_withptype_filled_withptype,1993,0.0,0.0,1993-03-01
综合5要素_站点_54929_1980_2019_withptype_filled_withptype,1994,2.3,1.3,1994-03-12
综合5要素_站点_54929_1980_2019_withptype_filled_withptype,1995,0.0,0.0,1995-03-01
综合5要素_站点_54929_1980_2019_withptype_filled_withptype,1996,0.0,0.0,1996-03-01
综合5要素_站点_54929_1980_2019_withptype_filled_withptype,1997,0.0,0.0,1997-03-01
综合5要素_站点_54929_1980_2019_withptype_filled_withptype,1998,0.0,0.0,1998-03-01
综合5要素_站点_54929_1980_2019_withptype_filled_withptype,1999,0.0,0.0,1999-03-01
综合5要素_站点_54929_1980_2019_withptype_filled_withptype,2000,0.0,0.0,2000-03-01
综合5要素_站点_54929_1980_2019_withptype_filled_withptype,2001,0.0,0.0,2001-03-01
综合5要素_站点_54929_1980_2019_withptype_filled_withptype,2002,2.7,1.8,2002-03-05
综合5要素_站点_54929_1980_2019_withptype_filled_withptype,2003,13.700000000000001,8.4,2003-03-07
综合5要素_站点_54929_1980_2019_withptype_filled_withptype,2004,3.6,3.6,2004-03-03
综合5要素_站点_54929_1980_2019_withptype_filled_withptype,2005,0.0,0.0,2005-03-01
综合5要素_站点_54929_1980_2019_withptype_filled_withptype,2006,0.0,0.0,2006-03-01
综合5要素_站点_54929_1980_2019_withptype_filled_withptype,2007,0.0,0.0,2007-03-01
综合5要素_站点_54929_1980_2019_withptype_filled_withptype,2008,0.0,0.0,2008-03-01
综合5要素_站点_54929_1980_2019_withptype_filled_withptype,2009,0.0,0.0,2009-03-01
综合5要素_站点_54929_1980_2019_withptype_filled_withptype,2010,5.3999999999999995,4.5,2010-03-01
综合5要素_站点_54929_1980_2019_withptype_filled_withptype,2011,4.6,4.6,2011-03-02
综合5要素_站点_54929_1980_2019_withptype_filled_withptype,2012,0.0,0.0,2012-03-01
综合5要素_站点_54929_1980_2019_withptype_filled_withptype,2013,0.0,0.0,2013-03-01
综合5要素_站点_54929_1980_2019_withptype_filled_withptype,2014,0.0,0.0,2014-03-01
综合5要素_站点_54929_1980_2019_withptype_filled_withptype,2015,0.0,0.0,2015-03-01
综合5要素_站点_54929_1980_2019_withptype_filled_withptype,2016,0.0,0.0,2016-03-01
综合5要素_站点_54929_1980_2019_withptype_filled_withptype,2017,0.0,0.0,2017-03-01
综合5要素_站点_54929_1980_2019_withptype_filled_withptype,2018,0.0,0.0,2018-03-01
综合5要素_站点_54929_1980_2019_withptype_filled_withptype,2019,0.0,0.0,2019-03-01
