station_id,year,SWE_total,melt_peak,peak_date
综合5要素_站点_54725_1980_2019_withptype_filled_withptype,1980,2.2,1.6,1980-03-13
综合5要素_站点_54725_1980_2019_withptype_filled_withptype,1981,0.0,0.0,1981-03-01
综合5要素_站点_54725_1980_2019_withptype_filled_withptype,1982,0.0,0.0,1982-03-01
综合5要素_站点_54725_1980_2019_withptype_filled_withptype,1983,5.1,3.8,1983-03-02
综合5要素_站点_54725_1980_2019_withptype_filled_withptype,1984,1.4,1.2,1984-03-09
综合5要素_站点_54725_1980_2019_withptype_filled_withptype,1985,1.3,0.8,1985-03-08
综合5要素_站点_54725_1980_2019_withptype_filled_withptype,1986,5.199999999999999,3.3,1986-03-09
综合5要素_站点_54725_1980_2019_withptype_filled_withptype,1987,0.1,0.1,1987-03-20
综合5要素_站点_54725_1980_2019_withptype_filled_withptype,1988,0.0,0.0,1988-03-01
综合5要素_站点_54725_1980_2019_withptype_filled_withptype,1989,12.9,5.7,1989-03-08
综合5要素_站点_54725_1980_2019_withptype_filled_withptype,1990,0.0,0.0,1990-03-01
综合5要素_站点_54725_1980_2019_withptype_filled_withptype,1991,27.200000000000003,8.8,1991-03-15
综合5要素_站点_54725_1980_2019_withptype_filled_withptype,1992,1.4000000000000001,1.0,1992-03-20
综合5要素_站点_54725_1980_2019_withptype_filled_withptype,1993,0.0,0.0,1993-03-01
综合5要素_站点_54725_1980_2019_withptype_filled_withptype,1994,0.0,0.0,1994-03-01
综合5要素_站点_54725_1980_2019_withptype_filled_withptype,1995,0.1,0.1,1995-03-16
综合5要素_站点_54725_1980_2019_withptype_filled_withptype,1996,0.0,0.0,1996-03-01
综合5要素_站点_54725_1980_2019_withptype_filled_withptype,1997,0.0,0.0,1997-03-01
综合5要素_站点_54725_1980_2019_withptype_filled_withptype,1998,4.8,4.8,1998-03-19
综合5要素_站点_54725_1980_2019_withptype_filled_withptype,1999,0.0,0.0,1999-03-01
综合5要素_站点_54725_1980_2019_withptype_filled_withptype,2000,0.0,0.0,2000-03-01
综合5要素_站点_54725_1980_2019_withptype_filled_withptype,2001,1.1,1.1,2001-03-27
综合5要素_站点_54725_1980_2019_withptype_filled_withptype,2002,0.0,0.0,2002-03-01
综合5要素_站点_54725_1980_2019_withptype_filled_withptype,2003,0.5,0.5,2003-03-07
综合5要素_站点_54725_1980_2019_withptype_filled_withptype,2004,0.2,0.2,2004-03-01
综合5要素_站点_54725_1980_2019_withptype_filled_withptype,2005,0.3,0.3,2005-03-05
综合5要素_站点_54725_1980_2019_withptype_filled_withptype,2006,0.0,0.0,2006-03-01
综合5要素_站点_54725_1980_2019_withptype_filled_withptype,2007,28.5,17.2,2007-03-08
综合5要素_站点_54725_1980_2019_withptype_filled_withptype,2008,0.0,0.0,2008-03-01
综合5要素_站点_54725_1980_2019_withptype_filled_withptype,2009,0.0,0.0,2009-03-01
综合5要素_站点_54725_1980_2019_withptype_filled_withptype,2010,11.1,6.4,2010-03-17
综合5要素_站点_54725_1980_2019_withptype_filled_withptype,2011,0.0,0.0,2011-03-01
综合5要素_站点_54725_1980_2019_withptype_filled_withptype,2012,3.0,1.7,2012-03-19
综合5要素_站点_54725_1980_2019_withptype_filled_withptype,2013,0.0,0.0,2013-03-01
综合5要素_站点_54725_1980_2019_withptype_filled_withptype,2014,0.0,0.0,2014-03-01
综合5要素_站点_54725_1980_2019_withptype_filled_withptype,2015,0.6,0.6,2015-03-09
综合5要素_站点_54725_1980_2019_withptype_filled_withptype,2016,0.0,0.0,2016-03-01
综合5要素_站点_54725_1980_2019_withptype_filled_withptype,2017,0.0,0.0,2017-03-01
综合5要素_站点_54725_1980_2019_withptype_filled_withptype,2018,0.4,0.4,2018-03-08
综合5要素_站点_54725_1980_2019_withptype_filled_withptype,2019,0.0,0.0,2019-03-01
