station_id,year,SWE_total,melt_peak,peak_date
综合5要素_站点_53764_1980_2019_withptype_filled_withptype,1980,19.5,11.2,1980-03-08
综合5要素_站点_53764_1980_2019_withptype_filled_withptype,1981,0.0,0.0,1981-03-01
综合5要素_站点_53764_1980_2019_withptype_filled_withptype,1982,4.6,3.6,1982-03-18
综合5要素_站点_53764_1980_2019_withptype_filled_withptype,1983,4.3,4.0,1983-03-23
综合5要素_站点_53764_1980_2019_withptype_filled_withptype,1984,9.9,4.4,1984-03-16
综合5要素_站点_53764_1980_2019_withptype_filled_withptype,1985,0.1,0.1,1985-03-12
综合5要素_站点_53764_1980_2019_withptype_filled_withptype,1986,7.1,3.2,1986-03-20
综合5要素_站点_53764_1980_2019_withptype_filled_withptype,1987,11.399999999999999,4.3,1987-03-22
综合5要素_站点_53764_1980_2019_withptype_filled_withptype,1988,1.2,0.7,1988-03-18
综合5要素_站点_53764_1980_2019_withptype_filled_withptype,1989,2.6,1.0,1989-03-17
综合5要素_站点_53764_1980_2019_withptype_filled_withptype,1990,19.700000000000003,8.500000000000002,1990-03-29
综合5要素_站点_53764_1980_2019_withptype_filled_withptype,1991,16.200000000000003,4.6000000000000005,1991-03-09
综合5要素_站点_53764_1980_2019_withptype_filled_withptype,1992,11.1,7.5,1992-03-15
综合5要素_站点_53764_1980_2019_withptype_filled_withptype,1993,0.0,0.0,1993-03-01
综合5要素_站点_53764_1980_2019_withptype_filled_withptype,1994,25.0,11.799999999999999,1994-04-10
综合5要素_站点_53764_1980_2019_withptype_filled_withptype,1995,0.2,0.1,1995-03-08
综合5要素_站点_53764_1980_2019_withptype_filled_withptype,1996,10.399999999999999,6.0,1996-03-22
综合5要素_站点_53764_1980_2019_withptype_filled_withptype,1997,0.0,0.0,1997-03-01
综合5要素_站点_53764_1980_2019_withptype_filled_withptype,1998,3.3,1.6,1998-03-15
综合5要素_站点_53764_1980_2019_withptype_filled_withptype,1999,8.1,7.3,1999-03-20
综合5要素_站点_53764_1980_2019_withptype_filled_withptype,2000,0.0,0.0,2000-03-01
综合5要素_站点_53764_1980_2019_withptype_filled_withptype,2001,11.4,6.2,2001-03-16
综合5要素_站点_53764_1980_2019_withptype_filled_withptype,2002,1.6,1.6,2002-03-04
综合5要素_站点_53764_1980_2019_withptype_filled_withptype,2003,9.5,3.5,2003-03-22
综合5要素_站点_53764_1980_2019_withptype_filled_withptype,2004,0.0,0.0,2004-03-01
综合5要素_站点_53764_1980_2019_withptype_filled_withptype,2005,0.0,0.0,2005-03-01
综合5要素_站点_53764_1980_2019_withptype_filled_withptype,2006,3.1,3.1,2006-04-12
综合5要素_站点_53764_1980_2019_withptype_filled_withptype,2007,5.1,5.1,2007-03-09
综合5要素_站点_53764_1980_2019_withptype_filled_withptype,2008,0.0,0.0,2008-03-01
综合5要素_站点_53764_1980_2019_withptype_filled_withptype,2009,14.999999999999998,5.8,2009-03-11
综合5要素_站点_53764_1980_2019_withptype_filled_withptype,2010,6.5,2.2,2010-04-12
综合5要素_站点_53764_1980_2019_withptype_filled_withptype,2011,5.6000000000000005,2.4000000000000004,2011-03-17
综合5要素_站点_53764_1980_2019_withptype_filled_withptype,2012,6.3999999999999995,4.6,2012-03-22
综合5要素_站点_53764_1980_2019_withptype_filled_withptype,2013,0.0,0.0,2013-03-01
综合5要素_站点_53764_1980_2019_withptype_filled_withptype,2014,0.6,0.6,2014-03-03
综合5要素_站点_53764_1980_2019_withptype_filled_withptype,2015,0.2,0.2,2015-03-05
综合5要素_站点_53764_1980_2019_withptype_filled_withptype,2016,5.2,5.2,2016-03-12
综合5要素_站点_53764_1980_2019_withptype_filled_withptype,2017,0.0,0.0,2017-03-01
综合5要素_站点_53764_1980_2019_withptype_filled_withptype,2018,6.4,6.4,2018-03-17
综合5要素_站点_53764_1980_2019_withptype_filled_withptype,2019,0.0,0.0,2019-03-01
