station_id,lat,lon,alt,year,month,melt_peak,swe,pre,SDI,PSI,PET,peak_date,spei_1,spei_3,spei_6,spei_12,tem_avg_y,hot_days,txx
53399,0.19509212406325108,0.3678510142532665,0.39905662888886456,1980,1,1.9863976535309582,0.14678851209227106,-0.3599573600930373,-0.16290088319661278,-0.6310950042981208,-0.980173224810648,1980-04-17,0.11903105286452556,,,,-0.7225608901164394,-0.4944751426753438,-0.9478162148971861
53399,0.19509212406325108,0.3678510142532665,0.39905662888886456,1980,2,1.9863976535309582,0.14678851209227106,-0.3599573600930373,-0.16290088319661278,-0.6310950042981208,-0.980173224810648,1980-04-17,0.5783973453403564,,,,-0.7225608901164394,-0.4944751426753438,-0.9478162148971861
53399,0.19509212406325108,0.3678510142532665,0.39905662888886456,1980,3,1.9863976535309582,0.14678851209227106,-0.3599573600930373,-0.16290088319661278,-0.6310950042981208,-0.980173224810648,1980-04-17,1.005762726479279,1.0404939106558995,,,-0.7225608901164394,-0.4944751426753438,-0.9478162148971861
53399,0.19509212406325108,0.3678510142532665,0.39905662888886456,1980,4,1.9863976535309582,0.14678851209227106,-0.3599573600930373,-0.16290088319661278,-0.6310950042981208,-0.7820768702796732,1980-04-17,1.0231930166047656,1.340058995066665,,,-0.7225608901164394,-0.4944751426753438,-0.9478162148971861
53399,0.19509212406325108,0.3678510142532665,0.39905662888886456,1980,5,1.9863976535309582,0.14678851209227106,-0.3599573600930373,-0.16290088319661278,-0.6310950042981208,0.49777579344673506,1980-04-17,-0.1399956849021448,0.9720728760106205,,,-0.7225608901164394,-0.4944751426753438,-0.9478162148971861
53399,0.19509212406325108,0.3678510142532665,0.39905662888886456,1980,6,1.9863976535309582,0.14678851209227106,-0.3599573600930373,-0.16290088319661278,-0.6310950042981208,1.033854527209871,1980-04-17,-0.3689856290796806,0.10013976546756975,0.8767060700436973,,-0.7225608901164394,-0.4944751426753438,-0.9478162148971861
53399,0.19509212406325108,0.3678510142532665,0.39905662888886456,1980,7,1.9863976535309582,0.14678851209227106,-0.3599573600930373,-0.16290088319661278,-0.6310950042981208,1.352010869813179,1980-04-17,-2.1533585891280413,-0.9401860661262209,-0.15512569748636504,,-0.7225608901164394,-0.4944751426753438,-0.9478162148971861
53399,0.19509212406325108,0.3678510142532665,0.39905662888886456,1980,8,1.9863976535309582,0.14678851209227106,-0.3599573600930373,-0.16290088319661278,-0.6310950042981208,0.8991952609328436,1980-04-17,-1.0496278042588103,-1.563143034087475,-0.7049280104725424,,-0.7225608901164394,-0.4944751426753438,-0.9478162148971861
53399,0.19509212406325108,0.3678510142532665,0.39905662888886456,1980,9,1.9863976535309582,0.14678851209227106,-0.3599573600930373,-0.16290088319661278,-0.6310950042981208,-0.03514227827351434,1980-04-17,-0.4259413262850019,-1.580744544224466,-0.9739921103756425,,-0.7225608901164394,-0.4944751426753438,-0.9478162148971861
53399,0.19509212406325108,0.3678510142532665,0.39905662888886456,1980,10,1.9863976535309582,0.14678851209227106,-0.3599573600930373,-0.16290088319661278,-0.6310950042981208,-0.6615668581307675,1980-04-17,1.1650810355635022,-0.42616499638109906,-0.9400347639682093,,-0.7225608901164394,-0.4944751426753438,-0.9478162148971861
53399,0.19509212406325108,0.3678510142532665,0.39905662888886456,1980,11,1.9863976535309582,0.14678851209227106,-0.3599573600930373,-0.16290088319661278,-0.6310950042981208,-0.980173224810648,1980-04-17,0.7553896053718072,0.24092549848056524,-0.8515295849716772,,-0.7225608901164394,-0.4944751426753438,-0.9478162148971861
