year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,7.2000,5.9800,-8.3200,14.3000,102.9318
1981,5.4000,6.8600,-7.2000,14.0600,75.9048
1982,10.8000,6.0200,-6.8400,12.8600,138.8481
1983,9.5000,5.2500,-9.0400,14.2900,135.7548
1984,4.9000,6.1500,-8.3700,14.5200,71.1494
1985,6.2000,6.3200,-8.1000,14.4200,89.4145
1986,2.7000,5.9700,-7.4100,13.3800,36.1251
1987,7.9000,6.4800,-5.3000,11.7900,93.1091
1988,7.7000,5.4000,-7.2700,12.6700,97.5950
1989,15.9000,5.8400,-7.4800,13.3200,211.7918
1990,13.2000,6.3100,-6.1800,12.4900,164.8077
1991,2.9000,6.2000,-5.6500,11.8500,34.3684
1992,8.5000,6.7600,-8.0200,14.7800,125.6543
1993,9.0000,6.2800,-7.0700,13.3500,120.1239
1994,15.4000,6.9300,-7.1800,14.1100,217.2337
1995,12.5000,6.3500,-6.6200,12.9700,162.1108
1996,5.1000,5.3400,-7.4800,12.8200,65.3955
1997,8.2000,7.7900,-6.5100,14.3000,117.2535
1998,3.7000,7.8300,-6.6400,14.4700,53.5410
1999,0.4000,7.3800,-5.6000,12.9700,5.1891
2000,8.2000,7.8200,-6.9900,14.8100,121.4393
2001,12.3000,6.7300,-5.7000,12.4300,152.9086
2002,7.7000,7.2100,-5.1200,12.3300,94.9058
2003,7.8000,7.0200,-6.0500,13.0800,101.9856
2004,7.9000,7.8000,-6.2000,14.0100,110.6605
2005,9.4000,7.4800,-5.7500,13.2300,124.3965
2006,6.4000,7.6100,-6.5100,14.1200,90.3524
2007,15.5000,8.1800,-5.4900,13.6700,211.9251
2008,14.4000,8.5800,-8.3200,16.8900,243.2841
2009,8.6000,8.0800,-5.4300,13.5100,116.1515
2010,2.5000,6.8100,-5.6200,12.4400,31.0881
2011,9.3000,6.7900,-7.9400,14.7300,136.9802
2012,6.4000,7.5700,-7.0800,14.6400,93.7236
2013,15.6000,8.9600,-6.1800,15.1400,236.1991
2014,10.0000,7.5300,-6.3800,13.9100,139.1036
2015,9.4000,7.7500,-5.6000,13.3600,125.5418
2016,15.7000,7.7600,-7.1100,14.8700,233.4029
2017,14.5000,7.0900,-4.3100,11.4000,165.3193
2018,14.2000,9.0600,-7.4200,16.4800,234.0115
2019,17.2000,8.0900,-6.2900,14.3700,247.1885
