year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,10.8000,7.3100,-12.4600,19.7700,213.4964
1981,25.8000,9.0200,-14.2200,23.2400,599.6649
1982,10.7000,8.9400,-10.3300,19.2700,206.1443
1983,12.6000,9.4400,-10.3100,19.7500,248.8384
1984,6.3000,7.2700,-12.3600,19.6300,123.6691
1985,21.2000,7.9500,-12.5200,20.4700,433.9635
1986,13.7000,8.3600,-12.8900,21.2500,291.0621
1987,22.3000,7.2700,-10.9400,18.2200,406.1956
1988,5.8000,7.2000,-9.3000,16.5000,95.7064
1989,10.4000,10.0200,-8.2800,18.3000,190.3263
1990,30.1000,9.3400,-10.4200,19.7600,594.8829
1991,13.7000,8.0500,-11.0600,19.1100,261.8672
1992,7.4000,8.9600,-9.0200,17.9800,133.0244
1993,11.4000,8.8900,-10.2400,19.1300,218.1222
1994,20.3000,9.0800,-11.0400,20.1200,408.3767
1995,8.5000,8.0700,-8.4200,16.4900,140.1420
1996,4.3000,8.7100,-10.0200,18.7400,80.5607
1997,21.3000,9.2600,-10.3000,19.5500,416.4824
1998,11.9000,11.3700,-8.6100,19.9800,237.7689
1999,13.2000,7.9800,-7.9100,15.8900,209.6963
2000,38.6000,9.1600,-13.8400,22.9900,887.4796
2001,34.6000,9.7700,-14.5500,24.3200,841.4603
2002,10.1000,11.2100,-8.5200,19.7200,199.1930
2003,15.2000,9.9300,-10.4700,20.4000,310.1211
2004,19.3000,9.9200,-8.6100,18.5200,357.4709
2005,34.6000,8.2400,-13.1600,21.4000,740.4835
2006,27.9000,8.5700,-12.3700,20.9400,584.3365
2007,11.8000,9.0500,-6.7400,15.7900,186.3223
2008,12.6000,10.9300,-10.4100,21.3400,268.9435
2009,36.7000,9.8500,-9.2700,19.1200,701.8237
2010,63.5000,6.4600,-12.2100,18.6700,1185.3180
2011,27.0000,8.4700,-12.3600,20.8300,562.3670
2012,11.7000,8.8200,-12.9100,21.7300,254.2858
2013,40.5000,7.5200,-13.9700,21.4900,870.4614
2014,12.5000,10.6600,-9.0300,19.6900,246.1766
2015,43.7000,10.0700,-10.0700,20.1400,880.2404
2016,25.3000,10.3600,-9.2800,19.6400,496.8915
2017,38.1000,10.5500,-8.2600,18.8000,716.4521
2018,16.9000,10.5300,-11.8800,22.4100,378.7051
2019,13.8000,10.9200,-8.2000,19.1300,263.9257
