year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,3.0000,3.3200,-9.8600,13.1800,39.5520
1981,3.5000,2.8800,-8.8600,11.7400,41.0875
1982,2.1000,1.6900,-9.3000,10.9900,23.0863
1983,3.2000,1.2500,-12.7000,13.9500,44.6468
1984,2.1000,2.7400,-10.1700,12.9100,27.1030
1985,1.4000,3.0900,-9.7900,12.8900,18.0399
1986,1.3000,2.1500,-9.9400,12.0900,15.7113
1987,14.0000,2.7000,-9.5100,12.2100,170.9255
1988,2.4000,2.4600,-7.8200,10.2700,24.6526
1989,5.7000,1.6200,-9.5200,11.1400,63.4827
1990,5.9000,2.0000,-8.6800,10.6800,62.9925
1991,3.9000,3.0300,-9.0600,12.0900,47.1356
1992,0.8000,3.0800,-11.1200,14.2000,11.3628
1993,6.2000,2.6100,-9.3300,11.9400,74.0273
1994,2.0000,2.7400,-8.5800,11.3200,22.6361
1995,14.2000,2.7000,-11.2800,13.9800,198.4687
1996,5.2000,3.2100,-9.1600,12.3800,64.3535
1997,7.3000,2.7100,-10.6400,13.3500,97.4770
1998,2.4000,4.4200,-8.8400,13.2600,31.8307
1999,6.0000,3.6500,-8.3900,12.0400,72.2397
2000,0.2000,2.5400,-10.2700,12.8100,2.5628
2001,8.1000,1.8600,-9.0300,10.8900,88.1982
2002,6.5000,3.3000,-8.9400,12.2400,79.5672
2003,0.0000,3.4800,-8.7300,12.2100,0.0000
2004,7.3000,3.2800,-10.4000,13.6800,99.8834
2005,3.7000,2.6300,-8.3500,10.9800,40.6153
2006,0.0000,2.4800,-7.4900,9.9700,0.0000
2007,5.2000,4.0100,-10.8400,14.8600,77.2532
2008,8.9000,3.5800,-10.1200,13.7000,121.9613
2009,0.4000,3.4300,-7.8600,11.2900,4.5175
2010,0.0000,3.8400,-7.8700,11.7000,0.0000
2011,5.9000,2.3500,-10.2700,12.6200,74.4713
2012,10.2000,2.9500,-10.1000,13.0500,133.1325
2013,7.4000,3.4700,-8.7800,12.2500,90.6303
2014,2.3000,3.5900,-9.9600,13.5500,31.1554
2015,1.3000,3.7400,-8.2200,11.9600,15.5454
2016,1.4000,3.7400,-10.8200,14.5700,20.3932
2017,3.7000,2.4200,-8.0600,10.4800,38.7781
2018,7.4000,3.5100,-9.7100,13.2200,97.8271
2019,7.4000,2.9200,-8.5500,11.4700,84.8501
