year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,10.7000,8.6000,-7.4000,16.0000,171.1581
1981,9.5000,10.7500,-7.9100,18.6600,177.3019
1982,1.7000,10.0300,-5.4300,15.4600,26.2828
1983,9.0000,10.2100,-5.8600,16.0700,144.6087
1984,0.5000,9.2000,-6.9300,16.1300,8.0638
1985,26.3000,9.1200,-8.5000,17.6300,463.5394
1986,1.5000,10.2600,-7.4600,17.7200,26.5764
1987,13.9000,8.3000,-6.5300,14.8300,206.0762
1988,2.2000,9.0500,-5.1800,14.2300,31.3088
1989,4.5000,12.0400,-3.9500,15.9900,71.9514
1990,15.9000,10.3000,-6.1800,16.4800,262.1027
1991,7.0000,9.3300,-5.3300,14.6700,102.6770
1992,8.5000,10.7700,-4.5400,15.3100,130.1739
1993,2.7000,11.0900,-4.6400,15.7200,42.4567
1994,14.5000,10.4500,-5.3400,15.7900,229.0037
1995,12.5000,9.7800,-4.4100,14.1900,177.3807
1996,1.1000,10.1300,-5.2200,15.3500,16.8804
1997,6.3000,11.3500,-4.9400,16.2900,102.6478
1998,4.6000,11.4100,-4.3000,15.7000,72.2246
1999,0.2000,9.8300,-3.2000,13.0300,2.6059
2000,21.7000,10.9500,-7.2600,18.2100,395.1199
2001,14.2000,10.7200,-8.4900,19.2100,272.7436
2002,2.3000,12.6700,-3.5800,16.2500,37.3740
2003,5.6000,11.5700,-5.0700,16.6400,93.1875
2004,9.8000,11.4000,-3.8400,15.2500,149.4227
2005,10.6000,10.1000,-6.3400,16.4400,174.2525
2006,4.7000,10.3600,-6.5000,16.8600,79.2412
2007,1.2000,10.7600,-3.2400,14.0000,16.7971
2008,4.6000,11.9100,-5.1700,17.0800,78.5584
2009,15.8000,12.1100,-3.7300,15.8400,250.2674
2010,15.4000,8.4100,-7.0500,15.4600,238.0814
2011,0.6000,10.7500,-5.7600,16.5100,9.9086
2012,2.6000,10.6400,-6.9800,17.6200,45.8160
2013,13.9000,9.2600,-7.3000,16.5600,230.1645
2014,7.4000,12.6200,-4.3800,17.0000,125.8290
2015,20.0000,11.9800,-3.9600,15.9300,318.6990
2016,5.8000,12.2500,-4.9900,17.2400,100.0181
2017,15.7000,12.7500,-3.5300,16.2900,255.6906
2018,13.4700,12.3300,-4.6100,16.9400,228.0847
2019,13.6000,12.3300,-4.1500,16.4800,224.1525
