year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,0.0000,17.4600,-5.1400,22.6000,0.0000
1981,0.0000,19.7600,-4.8700,24.6300,0.0000
1982,1.0000,19.0300,-5.2700,24.3000,24.3005
1983,0.0000,18.2700,-4.8500,23.1100,0.0000
1984,0.0000,17.7000,-6.1500,23.8500,0.0000
1985,3.3000,17.8000,-7.1800,24.9800,82.4195
1986,0.0000,18.4100,-4.2000,22.6100,0.0000
1987,2.0000,18.7700,-3.1300,21.8900,43.7859
1988,0.4000,17.3100,-5.1300,22.4400,8.9758
1989,0.0000,18.7000,-3.6300,22.3300,0.0000
1990,3.0000,18.4700,-1.5800,20.0500,60.1357
1991,0.0000,18.6500,-3.8700,22.5100,0.0000
1992,0.0000,18.9000,-3.5100,22.4100,0.0000
1993,0.4000,18.2300,-1.8200,20.0500,8.0215
1994,0.0000,17.9400,-3.4100,21.3400,0.0000
1995,0.0000,18.2600,-1.9600,20.2200,0.0000
1996,3.5000,17.7600,-5.0000,22.7600,79.6668
1997,0.0000,21.3000,-3.9400,25.2400,0.0000
1998,2.9000,17.6700,-4.8700,22.5500,65.3902
1999,0.3000,18.3600,-1.4300,19.7900,5.9366
2000,7.7000,20.1600,-2.7800,22.9400,176.6548
2001,0.7000,19.3800,-2.0100,21.3800,14.9671
2002,0.7000,18.8900,-3.2400,22.1400,15.4950
2003,2.9000,17.8200,-4.5900,22.4100,64.9781
2004,2.1000,19.8700,-3.6600,23.5300,49.4199
2005,2.3000,20.3000,-3.5500,23.8500,54.8526
2006,3.2000,18.9700,-4.9700,23.9400,76.6101
2007,0.0000,20.0600,-2.1300,22.2000,0.0000
2008,0.0000,20.8300,-4.3900,25.2200,0.0000
2009,0.1000,20.1200,-2.3300,22.4600,2.2456
2010,0.0000,17.4700,-2.1100,19.5800,0.0000
2011,1.4000,19.2500,-4.8100,24.0500,33.6717
2012,1.5000,20.2500,-4.0000,24.2600,36.3865
2013,11.5000,21.2400,-5.5700,26.8100,308.3050
2014,0.0000,18.8400,-2.9000,21.7400,0.0000
2015,0.7000,19.9800,-2.5000,22.4800,15.7371
2016,5.7000,21.4400,-2.6800,24.1200,137.4805
2017,0.0000,21.1300,-0.2000,21.3300,0.0000
2018,0.3000,21.6800,-3.1500,24.8200,7.4472
2019,0.6000,21.2300,-4.4900,25.7200,15.4342
