year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,6.6000,8.6800,-8.6600,17.3500,114.4832
1981,5.4000,10.0300,-6.8200,16.8500,90.9926
1982,4.2000,9.1800,-7.5300,16.7100,70.1697
1983,3.0000,8.4300,-7.8400,16.2700,48.8049
1984,1.0000,8.9200,-8.9600,17.8800,17.8767
1985,5.1000,8.5400,-9.1700,17.7100,90.3107
1986,1.1000,8.8800,-6.8500,15.7300,17.3059
1987,0.4000,9.2000,-4.9300,14.1300,5.6520
1988,5.5000,8.0200,-6.5800,14.6100,80.3289
1989,4.1000,9.2700,-7.5400,16.8200,68.9462
1990,5.0000,8.8700,-5.1100,13.9800,69.9037
1991,0.1000,8.9000,-6.2100,15.1100,1.5114
1992,8.6000,9.3100,-7.6100,16.9200,145.5376
1993,9.4000,9.0800,-6.2900,15.3600,144.4203
1994,0.2000,9.1300,-6.9800,16.1200,3.2238
1995,6.0000,8.7400,-6.7100,15.4500,92.7012
1996,1.0000,8.6100,-8.1300,16.7300,16.7329
1997,1.2000,10.9800,-6.2100,17.1800,20.6206
1998,3.1000,9.8900,-6.9900,16.8800,52.3287
1999,3.1000,9.9400,-5.4400,15.3700,47.6514
2000,5.7000,10.3300,-7.2200,17.5600,100.0673
2001,1.7000,9.8600,-5.3000,15.1600,25.7715
2002,4.3000,9.6100,-6.3000,15.9100,68.4121
2003,8.1000,9.0700,-7.5900,16.6500,134.8983
2004,5.6000,10.9000,-6.6500,17.5500,98.2890
2005,1.6000,10.2200,-7.0900,17.3200,27.7076
2006,10.3000,10.1500,-8.2100,18.3700,189.1759
2007,0.0000,10.1000,-5.0800,15.1800,0.0000
2008,6.4000,11.3500,-9.9700,21.3200,136.4782
2009,9.7000,10.8800,-6.4100,17.3000,167.7706
2010,6.7000,8.1300,-6.0700,14.2000,95.1355
2011,5.5000,9.2600,-8.5400,17.8000,97.9109
2012,5.3000,10.5200,-8.7600,19.2800,102.1667
2013,6.3000,12.1800,-6.3400,18.5200,116.6582
2014,0.7000,10.4600,-6.0100,16.4700,11.5319
2015,4.9000,10.7800,-6.4200,17.2000,84.2825
2016,25.0000,10.5400,-7.0600,17.6000,439.9618
2017,1.3000,10.6500,-4.4700,15.1200,19.6517
2018,9.3000,11.9100,-7.6100,19.5200,181.5511
2019,18.4000,10.5800,-10.1300,20.7100,381.1111
