year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,3.9000,-3.6100,-24.8800,21.2700,82.9389
1981,9.7000,-0.5800,-23.7800,23.2100,225.0995
1982,7.3000,-0.7600,-22.0500,21.2800,155.3706
1983,7.9000,-0.0400,-22.6900,22.6500,178.9329
1984,13.8000,-0.2100,-24.0300,23.8200,328.6845
1985,10.8000,-0.5900,-26.5900,26.0000,280.7499
1986,2.5000,-0.3700,-23.1300,22.7600,56.8955
1987,10.7000,-3.0100,-23.8000,20.7800,222.3729
1988,14.2000,-1.0500,-23.1700,22.1100,314.0312
1989,12.4000,0.9500,-20.1100,21.0600,261.1719
1990,17.5000,2.9000,-22.6700,25.5700,447.5126
1991,18.1000,-1.0400,-21.5000,20.4600,370.3431
1992,21.2000,0.4200,-21.9900,22.4100,475.1545
1993,19.3000,0.4000,-21.3100,21.7100,419.0235
1994,24.5000,-0.5300,-24.8400,24.3100,595.6921
1995,9.8000,-1.7300,-21.0200,19.2900,189.0704
1996,13.5000,-0.0600,-22.5100,22.4500,303.0323
1997,28.8000,0.6100,-24.2500,24.8600,715.9277
1998,20.9000,1.4400,-23.8800,25.3200,529.1936
1999,15.5000,-2.6900,-22.1600,19.4700,301.7828
2000,12.1000,0.3200,-22.4200,22.7300,275.0534
2001,11.8000,-0.3000,-27.5200,27.2300,321.2738
2002,26.0000,1.7900,-20.5800,22.3600,581.4548
2003,9.4000,1.0100,-22.8700,23.8800,224.4597
2004,18.0000,-0.8700,-22.0000,21.1300,380.3678
2005,10.8000,-0.3800,-23.1100,22.7300,245.4908
2006,15.3000,-0.7500,-24.7100,23.9600,366.6220
2007,8.4000,-0.0500,-20.9800,20.9400,175.8579
2008,3.2000,1.7600,-21.5200,23.2800,74.5052
2009,18.5000,0.5500,-24.7100,25.2600,467.2894
2010,32.8000,-1.2700,-25.1100,23.8400,781.8950
2011,23.5000,0.2800,-23.0800,23.3600,548.9458
2012,7.2000,-0.2600,-26.3900,26.1300,188.1542
2013,20.7000,-1.1400,-25.9500,24.8100,513.6095
2014,13.2000,1.6000,-24.0000,25.6000,337.9484
2015,10.5000,0.0800,-21.2800,21.3600,224.2957
2016,10.5000,0.9000,-22.6500,23.5500,247.2692
2017,8.7000,1.7400,-21.4300,23.1700,201.5622
2018,8.5000,0.7900,-25.7100,26.4900,225.2048
2019,5.3000,0.6600,-21.6000,22.2600,117.9771
