year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,10.3000,4.8200,-14.2300,19.0400,196.1538
1981,15.3000,8.1600,-12.6700,20.8300,318.7116
1982,8.8000,7.3800,-10.0600,17.4500,153.5434
1983,13.0000,6.9300,-10.8100,17.7400,230.5983
1984,17.0000,4.2900,-15.4100,19.7100,335.0318
1985,14.3000,3.1600,-19.0000,22.1600,316.9329
1986,14.9000,6.1100,-14.5200,20.6300,307.3179
1987,52.2000,3.6800,-11.1000,14.7900,771.9397
1988,40.4000,3.7000,-14.5200,18.2200,735.9025
1989,24.8000,6.4100,-9.8700,16.2800,403.7644
1990,34.5000,7.9900,-9.0900,17.0900,589.5333
1991,27.7000,5.9100,-12.0000,17.9100,496.0093
1992,27.8000,5.1800,-10.0600,15.2400,423.6063
1993,37.7000,5.6300,-10.5300,16.1600,609.3294
1994,32.8000,6.1400,-13.7500,19.8900,652.4372
1995,11.7000,6.6200,-9.2000,15.8200,185.1155
1996,17.9000,5.6200,-12.1300,17.7500,317.6925
1997,54.0000,10.3000,-11.7700,22.0700,1191.5452
1998,43.9000,4.9800,-12.8700,17.8500,783.6330
1999,35.8000,5.0300,-10.5300,15.5600,557.2192
2000,22.5000,8.5900,-11.0500,19.6400,441.8675
2001,53.7000,6.9800,-13.5200,20.5000,1100.9940
2002,27.3000,7.8500,-11.6400,19.4800,531.9267
2003,41.4000,5.4200,-11.5600,16.9700,702.7280
2004,24.3000,7.3000,-11.8700,19.1700,465.7856
2005,34.4000,8.0800,-15.6100,23.6800,814.7623
2006,34.4000,6.5500,-13.6000,20.1500,693.0453
2007,23.2000,7.9100,-9.1900,17.1000,396.6124
2008,22.6000,9.7700,-13.4000,23.1700,523.6578
2009,50.8000,7.7000,-12.6800,20.3700,1034.8574
2010,107.0000,2.7600,-16.4100,19.1700,2051.1771
2011,46.8000,5.7700,-15.5100,21.2800,995.9390
2012,21.9000,8.4100,-16.8900,25.3000,554.0428
2013,49.6000,8.8600,-15.5100,24.3700,1208.9066
2014,41.7000,7.7200,-12.0300,19.7500,823.4219
2015,48.3000,7.4800,-10.3900,17.8700,863.0358
2016,51.0000,9.2400,-10.0400,19.2800,983.2662
2017,64.3000,6.8500,-10.2500,17.1000,1099.4554
2018,13.2000,8.4000,-13.2100,21.6000,285.1458
2019,34.7000,8.5200,-12.0100,20.5300,712.3734
