year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,2.2000,13.3400,-2.0600,15.4100,33.8913
1981,10.0000,15.7700,-2.5400,18.3100,183.1169
1982,2.3000,15.8100,-1.2000,17.0100,39.1302
1983,1.0000,14.9100,-1.4700,16.3700,16.3743
1984,0.5000,13.2400,-2.1800,15.4300,7.7146
1985,24.7000,13.0000,-2.6300,15.6300,386.0861
1986,16.2000,14.5300,-2.2900,16.8300,272.5803
1987,8.4000,13.9100,-0.7600,14.6700,123.1897
1988,2.5000,13.6800,-0.9500,14.6400,36.5966
1989,7.5000,15.0200,-0.5300,15.5500,116.6053
1990,64.8000,13.6500,-1.3700,15.0200,973.1551
1991,3.9000,12.7600,-0.3900,13.1400,51.2583
1992,14.6000,14.3000,-0.5100,14.8000,216.1126
1993,5.4000,14.4500,-0.7900,15.2400,82.3020
1994,3.9000,14.5900,-0.3700,14.9600,58.3445
1995,14.9000,14.2400,-0.0500,14.2900,212.9239
1996,1.3000,13.6800,-1.0600,14.7400,19.1660
1997,16.3000,14.4200,-0.1900,14.6100,238.1001
1998,26.9000,14.9400,-0.3000,15.2400,409.8748
1999,1.8000,14.5900,0.7900,13.8000,24.8404
2000,12.3000,15.7200,-2.0800,17.8000,218.9376
2001,37.6000,15.9500,-1.0500,17.0000,639.2381
2002,3.0000,15.7100,1.1900,14.5300,43.5757
2003,14.2000,14.7900,-1.4400,16.2300,230.5168
2004,0.8000,15.5200,0.4800,15.0400,12.0333
2005,37.3000,15.2200,-2.2500,17.4700,651.7400
2006,5.7000,15.0400,-1.4000,16.4400,93.7087
2007,7.8000,15.6100,0.6500,14.9600,116.7123
2008,5.8000,16.2900,-0.7800,17.0600,98.9769
2009,12.4000,15.7500,-0.0100,15.7600,195.3961
2010,15.3000,13.2700,-1.8000,15.0700,230.4967
2011,8.4000,14.9600,-1.3700,16.3400,137.2258
2012,3.6000,15.7000,-1.7600,17.4500,62.8378
2013,29.3000,14.6700,-2.3400,17.0100,498.4142
2014,16.8000,17.0400,0.4800,16.5600,278.2498
2015,8.7000,15.7400,0.7400,14.9900,130.4544
2016,2.7000,16.3500,-0.1100,16.4500,44.4181
2017,15.5000,16.6600,1.0200,15.6400,242.4335
2018,3.0000,16.3100,-0.5500,16.8600,50.5693
2019,10.7000,16.4900,-0.7600,17.2500,184.5538
