year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,6.6000,2.5300,-22.9900,25.5100,168.3985
1981,7.4000,4.5000,-20.2000,24.7000,182.7718
1982,19.6000,4.5200,-18.7300,23.2400,455.5627
1983,14.3000,4.8400,-18.7100,23.5400,336.6890
1984,9.7000,3.3300,-20.6100,23.9400,232.2530
1985,16.6000,4.1600,-20.1500,24.3000,403.4325
1986,7.3000,4.0600,-21.3200,25.3700,185.2324
1987,10.2000,2.0300,-19.4300,21.4600,218.8849
1988,12.5000,3.1700,-20.1200,23.2900,291.1851
1989,16.2000,5.1300,-16.9600,22.0900,357.9183
1990,24.3000,6.3200,-18.7900,25.1100,610.2164
1991,9.0000,4.0300,-17.1000,21.1400,190.2237
1992,15.3000,4.8100,-19.0200,23.8300,364.5919
1993,15.5000,4.8300,-18.3200,23.1500,358.7640
1994,11.9000,3.4400,-20.3800,23.8200,283.4482
1995,27.5000,3.5900,-18.6900,22.2800,612.7046
1996,3.3000,5.5900,-16.3800,21.9700,72.4917
1997,17.9000,4.4600,-19.2000,23.6600,423.4306
1998,9.9000,7.0900,-16.4600,23.5400,233.0819
1999,19.3000,2.0900,-18.2800,20.3700,393.2300
2000,20.6000,4.4500,-19.5100,23.9700,493.7315
2001,14.2000,4.4300,-22.7900,27.2200,386.5775
2002,17.3000,6.5700,-16.1300,22.7000,392.6653
2003,11.1000,6.4100,-18.4200,24.8300,275.6344
2004,27.9000,3.9800,-17.5500,21.5300,600.7744
2005,40.3000,3.1700,-20.4300,23.6000,951.0177
2006,25.3000,3.8800,-20.9100,24.8000,627.3654
2007,27.2000,4.4200,-15.2300,19.6500,534.5877
2008,18.9000,7.0700,-18.3100,25.3900,479.7959
2009,25.9000,4.5300,-18.1900,22.7200,588.5462
2010,29.4000,1.6400,-20.2700,21.9100,644.1938
2011,35.9000,3.7400,-20.0800,23.8200,855.1042
2012,10.2000,4.1500,-21.7100,25.8600,263.7377
2013,33.6000,2.7200,-23.1200,25.8500,868.5048
2014,27.5000,5.3300,-20.4500,25.7700,708.7507
2015,38.9000,4.4600,-18.8900,23.3500,908.3911
2016,38.3000,5.3900,-19.1600,24.5600,940.5409
2017,25.9000,5.6200,-17.8200,23.4400,607.1679
2018,26.1000,5.0500,-22.3800,27.4300,716.0075
2019,7.1000,6.0400,-15.2200,21.2700,150.9944
