year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,6.6000,4.0000,-12.7600,16.7600,110.6270
1981,5.5000,6.0300,-12.3400,18.3700,101.0430
1982,3.7000,6.2000,-11.6000,17.8000,65.8762
1983,8.6000,5.9300,-12.3800,18.3100,157.4602
1984,6.5000,4.5800,-13.1400,17.7100,115.1446
1985,16.6000,3.9100,-13.0900,17.0000,282.1952
1986,6.8000,5.8100,-12.3200,18.1300,123.2830
1987,3.6000,5.9200,-9.9100,15.8400,57.0062
1988,2.9000,3.9600,-10.8900,14.8500,43.0711
1989,4.6000,6.3300,-9.8000,16.1300,74.2003
1990,5.7000,5.5600,-9.7000,15.2500,86.9495
1991,6.0000,4.6900,-10.2000,14.8900,89.3217
1992,8.8000,5.8200,-10.4200,16.2400,142.8868
1993,5.0000,5.4800,-10.5700,16.0500,80.2685
1994,4.8000,6.7100,-10.2400,16.9500,81.3745
1995,6.2000,4.7500,-10.3700,15.1200,93.7641
1996,0.7000,4.8200,-11.4500,16.2700,11.3883
1997,0.4000,6.6200,-9.1700,15.7800,6.3132
1998,18.8000,7.5200,-9.6100,17.1300,322.0767
1999,0.1000,7.0900,-8.8700,15.9600,1.5961
2000,6.5000,6.0700,-11.8400,17.9100,116.4304
2001,3.6000,6.6800,-9.9100,16.5900,59.7373
2002,4.1000,6.5300,-8.5500,15.0800,61.8432
2003,12.8000,5.6300,-11.0100,16.6400,213.0405
2004,4.7000,6.8100,-9.8400,16.6500,78.2415
2005,8.1000,6.0100,-12.0600,18.0700,146.3660
2006,3.7000,6.3300,-11.1300,17.4600,64.5912
2007,7.3000,6.2600,-9.0900,15.3500,112.0455
2008,4.7000,6.9400,-11.7300,18.6600,87.7125
2009,1.5000,7.2900,-9.6900,16.9800,25.4653
2010,8.9000,3.6000,-11.6500,15.2600,135.7934
2011,6.2000,4.6700,-11.8700,16.5400,102.5389
2012,2.6000,7.0400,-11.9300,18.9800,49.3359
2013,5.7000,7.1800,-11.3900,18.5700,105.8447
2014,4.1000,8.0300,-9.0600,17.0900,70.0709
2015,4.0000,6.5300,-9.8400,16.3700,65.4865
2016,7.4000,7.3600,-11.5500,18.9200,139.9768
2017,7.0000,7.4800,-8.7100,16.1900,113.3560
2018,2.3000,9.2200,-10.9400,20.1600,46.3696
2019,4.6000,7.2600,-11.7300,18.9800,87.3176
