year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,6.8000,7.5100,-7.4500,14.9600,101.7083
1981,58.0000,8.8400,-9.0800,17.9100,1038.9887
1982,4.8000,8.6300,-5.1200,13.7500,65.9864
1983,39.1000,9.3200,-5.8900,15.2100,594.8253
1984,11.3000,7.6000,-6.9700,14.5700,164.6319
1985,35.7000,7.9700,-7.0200,14.9900,535.0085
1986,21.7000,8.4700,-8.2900,16.7600,363.7318
1987,23.3000,7.1200,-5.4000,12.5300,291.8584
1988,11.9000,7.7600,-5.0900,12.8500,152.9012
1989,11.6000,10.0200,-3.1300,13.1500,152.5862
1990,13.0000,9.1300,-4.6900,13.8200,179.6236
1991,32.6000,8.7300,-4.8700,13.6100,443.5899
1992,27.7000,9.4200,-3.7900,13.2100,365.9371
1993,33.9000,8.7400,-4.3300,13.0700,442.9682
1994,27.5000,8.8900,-5.5200,14.4000,396.0691
1995,30.2000,8.3400,-4.4600,12.8000,386.4323
1996,7.6000,8.0900,-5.5200,13.6100,103.4108
1997,39.2000,9.2600,-4.8900,14.1500,554.8429
1998,15.9000,10.2300,-3.7200,13.9500,221.8108
1999,11.6000,9.1700,-4.1400,13.3100,154.3529
2000,35.7000,8.8300,-6.2900,15.1200,539.7267
2001,33.2000,9.0500,-7.1400,16.1900,537.3997
2002,28.1000,10.4100,-4.1000,14.5000,407.4778
2003,19.7000,9.8200,-4.4500,14.2700,281.0238
2004,23.4000,9.1300,-4.4400,13.5700,317.4621
2005,71.1000,8.2600,-5.9500,14.2100,1010.3997
2006,37.6000,8.3300,-6.2100,14.5500,546.9256
2007,35.9000,9.3100,-2.4900,11.8000,423.7327
2008,11.4000,9.4700,-4.9800,14.4400,164.6653
2009,51.1000,9.3100,-3.9500,13.2600,677.4626
2010,48.6000,7.6100,-6.3300,13.9400,677.4241
2011,25.4000,8.4200,-6.3100,14.7300,374.0457
2012,16.8000,8.8700,-6.7200,15.5900,261.9556
2013,55.2000,7.2500,-7.8900,15.1300,835.4253
2014,10.4000,10.1200,-4.0700,14.1900,147.5717
2015,60.4000,9.0700,-5.6600,14.7200,889.3360
2016,55.9000,10.1300,-4.8700,15.0100,838.8492
2017,52.2000,10.1700,-3.9000,14.0600,734.0858
2018,9.9000,9.6400,-6.8600,16.5000,163.3531
2019,9.7000,9.7800,-4.6000,14.3900,139.5436
