year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,1.1000,-5.1000,-15.7200,10.6200,11.6772
1981,1.6000,-5.2900,-15.3900,10.1000,16.1545
1982,6.4000,-6.2500,-15.9300,9.6900,61.9942
1983,6.2000,-7.0900,-18.0600,10.9700,67.9852
1984,1.6000,-4.6900,-15.5900,10.8900,17.4317
1985,2.7000,-4.7500,-15.7100,10.9500,29.5741
1986,2.5000,-5.9000,-16.1900,10.2900,25.7359
1987,3.3000,-5.2900,-14.2800,8.9900,29.6626
1988,13.8000,-5.3200,-14.2500,8.9300,123.2323
1989,6.0000,-6.5000,-15.6300,9.1300,54.7670
1990,6.0000,-6.4600,-14.5100,8.0500,48.3019
1991,0.3000,-5.1600,-14.7500,9.5800,2.8754
1992,3.3000,-4.9900,-15.9800,10.9900,36.2561
1993,3.5000,-5.8600,-15.3300,9.4700,33.1534
1994,3.8000,-5.8700,-14.7900,8.9200,33.8935
1995,9.8000,-5.3400,-16.6700,11.3300,111.0423
1996,7.8000,-4.2400,-16.1500,11.9100,92.9179
1997,5.8000,-5.5800,-17.1400,11.5500,67.0137
1998,14.9000,-4.1000,-15.7400,11.6400,173.4374
1999,3.6000,-4.0300,-14.0800,10.0400,36.1587
2000,3.6000,-5.9600,-16.3300,10.3700,37.3238
2001,4.2000,-6.2400,-15.1900,8.9400,37.5614
2002,2.1000,-5.0800,-14.5300,9.4500,19.8370
2003,5.9000,-4.8300,-13.7300,8.9000,52.5077
2004,3.5000,-4.3200,-14.8900,10.5700,36.9930
2005,1.9000,-5.1300,-13.6700,8.5400,16.2335
2006,1.8000,-5.0300,-12.2100,7.1900,12.9370
2007,5.7000,-4.1300,-15.4200,11.2900,64.3631
2008,2.7000,-4.6900,-14.8000,10.1000,27.2817
2009,3.8000,-4.1600,-12.9300,8.7700,33.3310
2010,0.7000,-3.5500,-13.6300,10.0800,7.0591
2011,6.8000,-4.0100,-14.7600,10.7500,73.0934
2012,9.3000,-5.0500,-13.7300,8.6800,80.7077
2013,1.3000,-4.3400,-13.7000,9.3600,12.1678
2014,2.4000,-4.7900,-14.4500,9.6600,23.1914
2015,0.7000,-4.2600,-13.5300,9.2600,6.4845
2016,2.2000,-4.3100,-15.2000,10.8900,23.9681
2017,8.7000,-4.7700,-13.0500,8.2800,72.0591
2018,3.4000,-3.8200,-13.0100,9.1900,31.2326
2019,6.1000,-4.7300,-14.3800,9.6500,58.8553
