year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,3.7000,3.1000,-14.4100,17.5100,64.8034
1981,6.4000,5.2100,-14.9000,20.1100,128.7306
1982,5.3000,5.4900,-13.3000,18.7900,99.5766
1983,9.6000,5.1800,-14.1400,19.3200,185.5079
1984,2.1000,3.6600,-14.6900,18.3500,38.5324
1985,11.4000,3.0900,-14.6500,17.7400,202.2255
1986,5.8000,4.9200,-14.5900,19.5100,113.1807
1987,4.7000,4.7700,-11.2900,16.0500,75.4491
1988,6.7000,2.9000,-12.3300,15.2400,102.0827
1989,8.3000,5.3800,-12.0100,17.4000,144.3861
1990,9.3000,4.7400,-11.7500,16.4900,153.3282
1991,5.1000,3.5300,-11.7900,15.3200,78.1453
1992,8.3000,4.6900,-12.3500,17.0500,141.4836
1993,11.2000,4.3700,-12.3200,16.6900,186.9229
1994,6.5000,5.2900,-11.4000,16.6900,108.5005
1995,6.1000,3.7400,-12.1000,15.8500,96.6586
1996,3.7000,3.6700,-12.9500,16.6200,61.4862
1997,6.2000,5.3800,-10.8100,16.1900,100.3945
1998,16.0000,6.6200,-10.7500,17.3700,277.8613
1999,2.0000,5.6400,-10.2600,15.8900,31.7872
2000,5.8000,4.9900,-13.9500,18.9400,109.8628
2001,5.7000,5.6200,-11.4500,17.0700,97.2903
2002,5.0000,5.8200,-10.1500,15.9800,79.8917
2003,13.7000,5.0600,-12.8400,17.9000,245.2280
2004,7.3000,5.8100,-11.2800,17.0800,124.7171
2005,9.2000,4.6200,-13.6800,18.2900,168.2853
2006,4.2000,5.1400,-12.4600,17.6000,73.9072
2007,5.5000,5.4200,-10.2500,15.6700,86.1889
2008,1.7000,6.1300,-12.8100,18.9400,32.1967
2009,6.3000,6.5300,-11.2900,17.8200,112.2412
2010,6.5000,2.9400,-13.1100,16.0500,104.3267
2011,6.0000,4.1000,-13.4900,17.5900,105.5471
2012,0.9000,6.0000,-13.8300,19.8300,17.8487
2013,4.4000,5.6000,-14.2500,19.8500,87.3350
2014,6.2000,7.2500,-10.4300,17.6700,109.5819
2015,8.0000,5.9600,-10.7300,16.6900,133.5451
2016,11.7000,6.7200,-13.6000,20.3200,237.7769
2017,17.0000,6.9200,-10.1600,17.0800,290.2976
2018,5.8000,7.9800,-12.9800,20.9700,121.6152
2019,10.9000,6.2700,-13.1600,19.4300,211.7338
