year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,12.3000,13.0400,-0.2500,13.3000,163.5312
1981,8.3000,15.6700,-0.4400,16.1000,133.6549
1982,8.7000,15.0000,0.2400,14.7600,128.4219
1983,4.0000,14.4600,0.3400,14.1200,56.4834
1984,0.2000,13.1400,-0.5500,13.6900,2.7377
1985,17.9000,12.9200,-0.4900,13.4200,240.1488
1986,14.8000,14.2500,-0.3000,14.5500,215.3236
1987,27.3000,13.3500,1.0300,12.3200,336.2160
1988,1.0000,13.4900,0.8600,12.6300,12.6298
1989,42.7000,14.2600,1.1300,13.1300,560.7356
1990,21.4700,15.5300,2.2100,13.3200,285.8980
1991,9.2300,15.5300,2.4000,13.1300,121.2071
1992,9.2300,15.5300,2.4200,13.1100,121.0856
1993,9.2300,15.5300,2.4000,13.1300,121.2071
1994,9.2300,15.5300,2.4000,13.1300,121.2071
1995,2.2700,13.9300,1.8400,12.0900,27.4051
1996,14.7000,13.1200,0.5300,12.6000,185.1680
1997,5.9000,14.5700,1.4200,13.1500,77.6087
1998,35.3000,14.5200,1.3100,13.2200,466.4929
1999,4.7000,14.7200,2.7000,12.0200,56.4870
2000,20.1000,15.6300,0.0500,15.5800,313.0681
2001,52.6000,15.4000,0.9600,14.4400,759.5402
2002,30.0000,15.1800,2.6700,12.5000,375.0833
2003,32.6000,14.2000,0.8100,13.3900,436.6219
2004,3.2000,15.3800,2.4200,12.9600,41.4707
2005,25.9000,14.5400,-0.0800,14.6200,378.6924
2006,19.3000,15.2200,0.5800,14.6500,282.6709
2007,7.2000,15.2400,2.2800,12.9600,93.3377
2008,16.2000,15.6100,0.6400,14.9700,242.5710
2009,6.9000,15.0100,2.1200,12.8900,88.9247
2010,16.2000,13.6600,1.3100,12.3500,200.1197
2011,27.0000,14.0400,0.8600,13.1800,355.8378
2012,3.4000,15.0800,0.3900,14.6900,49.9359
2013,35.1000,14.8700,-0.0500,14.9200,523.8302
2014,20.6000,16.2900,1.7700,14.5100,298.9806
2015,6.3000,14.6200,2.2600,12.3600,77.8586
2016,0.5000,15.9900,1.4300,14.5600,7.2803
2017,42.0000,15.9800,3.1900,12.7900,537.1496
2018,8.8000,16.4700,1.4400,15.0300,132.2595
2019,10.5000,15.9600,1.2700,14.6900,154.2886
