year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,4.3000,13.1900,-1.6100,14.8000,63.6422
1981,8.3000,14.7800,-1.1200,15.9000,131.9642
1982,6.0000,13.9000,-0.4700,14.3700,86.2204
1983,6.2000,13.1400,-1.3900,14.5200,90.0466
1984,0.8000,13.4100,-1.8900,15.3100,12.2475
1985,33.2000,12.8700,-2.0600,14.9300,495.5886
1986,1.2000,13.6000,-1.3800,14.9800,17.9800
1987,23.3000,13.3000,0.0600,13.2400,308.5196
1988,9.8000,12.7500,-0.9000,13.6500,133.7590
1989,38.4000,13.3800,-0.3200,13.7000,526.0123
1990,39.0000,13.0000,0.1300,12.8700,501.9291
1991,9.8000,12.5700,0.1900,12.3800,121.3302
1992,10.4000,13.8400,-0.7900,14.6300,152.1436
1993,23.0000,13.2200,-0.7600,13.9800,321.6306
1994,7.5000,14.1300,-0.7500,14.8800,111.5949
1995,11.3000,13.7900,0.3300,13.4600,152.1499
1996,15.0000,12.7000,-1.2800,13.9700,209.6211
1997,5.3000,14.6300,-0.7100,15.3400,81.2811
1998,10.2000,14.1700,-0.1200,14.2900,145.7752
1999,0.0000,14.6100,1.2200,13.3900,0.0000
2000,18.7000,15.3500,-1.3200,16.6600,311.6230
2001,25.2000,15.0800,0.7800,14.3000,360.3734
2002,10.4000,14.6800,1.4200,13.2500,137.8404
2003,36.5000,14.2500,-0.3400,14.5800,532.2538
2004,2.6000,15.8200,0.4900,15.3400,39.8765
2005,24.6000,15.4500,-1.0700,16.5200,406.3896
2006,32.6000,15.4100,-0.5700,15.9800,521.0134
2007,6.1000,15.7600,1.5600,14.2000,86.6187
2008,28.5000,16.0300,-1.6900,17.7200,505.0345
2009,7.0000,15.2800,0.0500,15.2300,106.5900
2010,12.7000,13.8800,0.0500,13.8200,175.5634
2011,15.2000,14.3800,-1.2400,15.6300,237.5136
2012,2.6000,14.6400,-0.9500,15.5900,40.5332
2013,20.3000,16.2300,0.1200,16.1100,327.0644
2014,31.7000,15.7400,0.0100,15.7300,498.5774
2015,14.5000,15.1200,0.7400,14.3800,208.5023
2016,0.1000,15.3700,0.1400,15.2300,1.5226
2017,19.0000,15.3600,2.0100,13.3500,253.6468
2018,22.6000,16.8300,-0.2000,17.0300,384.9391
2019,10.7000,15.9400,0.0400,15.9000,170.1799
