year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,1.0000,2.9100,-17.0800,19.9900,19.9881
1981,6.7000,5.6700,-15.2400,20.9100,140.0792
1982,2.0000,4.7400,-13.4000,18.1400,36.2759
1983,3.7000,5.1300,-13.6000,18.7200,69.2781
1984,3.4000,3.8600,-15.6200,19.4800,66.2231
1985,4.7000,5.3400,-17.6500,22.9900,108.0336
1986,3.3000,4.6800,-15.4000,20.0800,66.2689
1987,4.4000,3.0900,-14.8600,17.9500,78.9663
1988,6.3000,3.8900,-15.5800,19.4700,122.6708
1989,4.4000,5.9100,-12.2400,18.1500,79.8735
1990,8.3000,7.0700,-15.3300,22.4000,185.8889
1991,0.6000,4.9600,-13.1800,18.1400,10.8812
1992,10.1000,6.1600,-13.5300,19.7000,198.9298
1993,2.5000,5.7900,-13.4500,19.2400,48.1035
1994,4.8000,4.8200,-15.3200,20.1400,96.6907
1995,5.0000,3.7900,-12.7100,16.5000,82.5117
1996,6.1000,5.6200,-13.5600,19.1800,117.0179
1997,5.3000,6.1600,-14.5700,20.7400,109.9029
1998,3.1000,7.7400,-14.2000,21.9400,68.0182
1999,4.9000,3.7500,-13.5500,17.3000,84.7913
2000,6.9000,5.5600,-14.4700,20.0200,138.1625
2001,10.3000,5.2100,-19.0300,24.2400,249.6693
2002,10.0000,7.1500,-12.1500,19.3000,192.9671
2003,2.2000,7.1600,-14.2300,21.4000,47.0721
2004,13.2000,4.8900,-13.0300,17.9300,236.6149
2005,17.9000,4.6600,-15.5200,20.1800,361.2194
2006,11.4000,4.6000,-16.6700,21.2700,242.5157
2007,4.0000,4.9100,-11.5900,16.5000,65.9860
2008,14.7000,7.1600,-13.0500,20.2100,297.1400
2009,18.6000,6.4000,-15.3100,21.7100,403.7647
2010,22.4000,2.8600,-17.4100,20.2600,453.9209
2011,24.2000,5.2200,-16.0200,21.2400,513.9186
2012,2.6000,5.2600,-16.6000,21.8600,56.8327
2013,17.5000,4.1100,-18.0700,22.1800,388.0883
2014,10.4000,7.0400,-14.2800,21.3200,221.6961
2015,12.7000,5.6400,-12.8900,18.5300,235.3058
2016,11.1000,6.3300,-14.1700,20.4900,227.4735
2017,3.3000,7.1400,-12.5700,19.7100,65.0293
2018,9.4000,6.1500,-16.8300,22.9800,216.0220
2019,0.2000,6.4800,-13.1000,19.5700,3.9146
