year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,10.2000,3.2500,-21.0700,24.3200,248.0470
1981,13.0000,4.2500,-19.3600,23.6100,306.9149
1982,16.9000,4.6200,-17.0400,21.6600,366.1018
1983,12.9000,5.2300,-16.7400,21.9700,283.4186
1984,11.8000,3.5700,-19.5200,23.0900,272.4796
1985,19.6000,4.2800,-19.2300,23.5100,460.8277
1986,12.5000,4.0500,-20.6700,24.7200,309.0281
1987,22.2000,2.9200,-17.7000,20.6200,457.7072
1988,15.6000,3.4900,-18.5100,22.0000,343.1670
1989,13.2000,5.4800,-16.0200,21.5000,283.7614
1990,20.2000,6.4400,-17.7200,24.1500,487.9032
1991,20.8000,4.1500,-16.2000,20.3500,423.1876
1992,13.7000,5.0700,-17.4900,22.5600,309.0831
1993,15.9000,5.1500,-17.6000,22.7500,361.6728
1994,13.5000,3.8300,-18.3900,22.2200,299.9168
1995,8.3000,4.3800,-16.9800,21.3600,177.2924
1996,3.5000,5.5200,-15.4300,20.9500,73.3222
1997,8.0000,4.6500,-17.9500,22.6000,180.8265
1998,3.2000,7.3800,-15.3400,22.7200,72.7123
1999,8.9000,2.3600,-16.8800,19.2400,171.2440
2000,17.5000,5.0400,-19.1900,24.2300,424.1072
2001,11.0000,4.9900,-21.7300,26.7200,293.9336
2002,21.8000,6.9300,-15.2900,22.2200,484.4776
2003,9.0000,6.4800,-17.1100,23.5900,212.3041
2004,18.9000,4.6100,-16.9000,21.5100,406.5764
2005,20.9000,3.9000,-18.8900,22.7900,476.2196
2006,19.0000,4.5400,-19.0000,23.5400,447.3279
2007,15.0000,4.6400,-13.8500,18.5000,277.4362
2008,11.0000,7.4800,-16.3200,23.8000,261.8021
2009,23.5000,5.6400,-17.1200,22.7500,534.7368
2010,33.3000,1.8500,-19.6000,21.4500,714.3558
2011,42.5000,4.3800,-19.2300,23.6100,1003.3983
2012,9.0000,5.4300,-18.3600,23.7800,214.0491
2013,27.1000,3.7300,-21.4200,25.1500,681.5748
2014,15.9000,6.1900,-18.7600,24.9500,396.6735
2015,32.1000,5.5100,-16.6800,22.1900,712.2943
2016,34.6000,6.2400,-17.4700,23.7100,820.3085
2017,25.6000,6.4800,-15.7600,22.2400,569.2432
2018,21.8000,5.8400,-20.0700,25.9200,564.9628
2019,7.7000,6.7800,-13.9700,20.7400,159.7363
