year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,4.9000,7.9900,-7.3200,15.3000,74.9906
1981,9.1000,10.0100,-7.6300,17.6300,160.4519
1982,2.3000,9.5100,-5.5900,15.1000,34.7319
1983,13.5000,9.4000,-5.8700,15.2700,206.1897
1984,0.5000,8.3100,-7.0900,15.4000,7.7005
1985,20.1000,8.3700,-7.7200,16.1000,323.5765
1986,7.5000,9.4800,-7.5600,17.0400,127.8038
1987,13.2000,7.8200,-5.8700,13.6900,180.6870
1988,1.6000,8.2700,-4.8700,13.1400,21.0308
1989,4.8000,11.1600,-3.6800,14.8400,71.2310
1990,24.3000,9.7400,-5.6300,15.3800,373.6289
1991,7.7000,8.7900,-4.8900,13.6800,105.3713
1992,5.4000,10.0900,-4.3400,14.4300,77.9089
1993,3.5000,10.4600,-4.2800,14.7400,51.5854
1994,3.2000,9.9200,-4.7400,14.6600,46.8999
1995,6.7000,9.2900,-4.0500,13.3400,89.3863
1996,0.4000,9.4700,-4.9000,14.3700,5.7478
1997,7.0000,10.8000,-4.6400,15.4400,108.0793
1998,4.5000,10.3400,-4.4500,14.7900,66.5410
1999,0.2000,9.1300,-3.9100,13.0400,2.6085
2000,27.2000,10.0100,-7.1900,17.2000,467.8078
2001,14.2000,9.5800,-7.7500,17.3300,246.0908
2002,4.3000,11.6100,-3.8700,15.4800,66.5536
2003,7.7000,10.3600,-5.2200,15.5800,119.9647
2004,17.4000,10.2500,-3.8300,14.0800,244.9674
2005,7.2000,8.9100,-5.9400,14.8600,106.9577
2006,7.5000,9.0100,-6.2800,15.2900,114.6986
2007,0.0000,10.0200,-3.2100,13.2300,0.0000
2008,8.4000,10.4300,-5.0100,15.4300,129.6345
2009,22.0000,10.2100,-4.6000,14.8100,325.7897
2010,9.6000,7.2600,-6.9100,14.1700,135.9879
2011,1.1000,9.8600,-6.9600,16.8200,18.5054
2012,2.4000,9.6600,-8.6700,18.3300,43.9974
2013,6.6000,8.8000,-8.5100,17.3100,114.2173
2014,3.4000,11.3900,-5.6700,17.0600,58.0162
2015,11.7000,10.8100,-5.4100,16.2100,189.6813
2016,3.0000,11.1400,-6.7500,17.8900,53.6723
2017,9.8000,11.6100,-4.7300,16.3400,160.0866
2018,2.3000,10.9100,-7.7200,18.6300,42.8483
2019,0.0000,11.6600,-5.9400,17.6000,0.0000
