year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,6.7000,11.4600,-1.1800,12.6300,84.6424
1981,7.9000,12.8400,-0.5100,13.3500,105.5014
1982,14.2000,11.8900,0.0900,11.7900,167.4691
1983,4.5000,11.2000,-1.1200,12.3200,55.4250
1984,10.9000,11.9300,-1.2400,13.1700,143.5888
1985,21.1000,11.1400,-1.7400,12.8800,271.7502
1986,3.6000,11.7500,-0.6500,12.4000,44.6361
1987,10.2000,11.3200,1.2300,10.0900,102.8796
1988,28.0000,11.1100,-0.0400,11.1400,312.0284
1989,45.7000,11.1900,-0.8400,12.0300,549.6838
1990,38.6000,11.3500,0.2100,11.1300,429.6646
1991,19.9000,10.9900,0.4000,10.5800,210.5925
1992,10.8000,11.8500,-0.0700,11.9200,128.7630
1993,14.3000,11.0500,-0.0600,11.1100,158.8571
1994,20.0000,12.7800,-0.4600,13.2400,264.7420
1995,18.9000,12.5000,0.2300,12.2600,231.7784
1996,18.1000,10.9400,-0.6000,11.5400,208.7988
1997,13.8000,12.8400,0.0800,12.7700,176.1673
1998,5.4000,12.2600,-0.0400,12.3000,66.4186
1999,2.7000,12.6600,1.8700,10.7900,29.1412
2000,14.6000,13.7400,-0.2300,13.9800,204.0404
2001,22.3000,13.1200,0.8700,12.2500,273.1912
2002,26.7000,12.6500,1.2100,11.4400,305.4770
2003,20.6000,12.3300,-0.1900,12.5100,257.8070
2004,6.3000,13.7800,0.6700,13.1200,82.6281
2005,18.0000,13.5400,-0.6100,14.1500,254.6843
2006,28.3000,13.7400,-0.4800,14.2300,402.5866
2007,10.0000,13.5700,1.1100,12.4600,124.5621
2008,44.6000,13.9800,-1.7000,15.6800,699.2014
2009,16.3000,13.1500,1.1600,11.9900,195.3646
2010,12.4000,12.1300,0.4000,11.7300,145.4448
2011,24.2000,12.5400,-0.3600,12.9000,312.2659
2012,20.3000,13.0500,-0.8700,13.9200,282.6278
2013,10.6700,14.7200,0.4300,14.2900,152.4112
2014,12.1000,13.0400,0.5300,12.5000,151.2935
2015,8.2000,13.1200,0.8900,12.2300,100.2997
2016,11.6000,13.6900,0.5300,13.1600,152.5992
2017,21.8000,13.2500,2.3500,10.9000,237.7164
2018,27.1000,14.7300,-0.0700,14.8000,401.0643
2019,11.0000,13.9800,0.0800,13.9000,152.8679
