year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,10.0000,7.3400,-11.6100,18.9500,189.5464
1981,2.6000,9.5800,-11.1700,20.7500,53.9396
1982,1.8000,8.8200,-8.9200,17.7400,31.9371
1983,5.5000,9.3800,-9.4300,18.8100,103.4699
1984,1.6000,7.9600,-10.7600,18.7200,29.9559
1985,10.0000,8.2000,-11.4100,19.6000,196.0229
1986,1.5000,8.7700,-10.5300,19.3000,28.9493
1987,10.6000,7.1600,-10.0700,17.2400,182.7059
1988,0.6000,7.4300,-8.3500,15.7800,9.4653
1989,7.3000,10.3900,-7.2800,17.6600,128.9526
1990,21.9000,9.3600,-9.7600,19.1100,418.5783
1991,12.9000,8.1700,-8.7700,16.9400,218.5198
1992,2.1000,9.2000,-7.7500,16.9500,35.5939
1993,2.4000,9.2800,-8.1200,17.4000,41.7638
1994,8.2000,9.1000,-9.5500,18.6600,152.9748
1995,2.9000,8.3500,-7.7400,16.0900,46.6544
1996,0.8000,8.7900,-8.6700,17.4600,13.9641
1997,10.9000,9.8400,-8.6500,18.4900,201.5910
1998,0.2000,10.8200,-7.6100,18.4300,3.6859
1999,4.3000,8.1000,-7.2300,15.3300,65.9140
2000,12.1000,9.4500,-11.7500,21.1900,256.4339
2001,12.8000,9.3900,-14.0200,23.4100,299.6641
2002,1.8000,11.3900,-7.4000,18.8000,33.8342
2003,2.7000,10.3500,-9.1800,19.5200,52.7103
2004,6.8000,10.0600,-7.6400,17.6900,120.3258
2005,11.4000,8.6800,-10.6500,19.3300,220.3667
2006,14.0000,9.0200,-10.6700,19.6900,275.7155
2007,1.2000,9.8100,-6.0200,15.8300,18.9971
2008,7.4000,10.8600,-9.5500,20.4100,151.0040
2009,15.4000,10.3600,-8.2200,18.5800,286.1469
2010,14.8000,6.8200,-10.8700,17.6900,261.8377
2011,11.6000,9.0800,-9.8100,18.8900,219.1030
2012,5.4000,9.1700,-10.8500,20.0100,108.0731
2013,16.0000,7.8900,-11.2700,19.1600,306.5279
2014,12.0000,10.8300,-7.9400,18.7700,225.2855
2015,18.5000,10.3100,-8.2700,18.5800,343.7872
2016,5.9000,10.6200,-8.5000,19.1100,112.7733
2017,17.6000,11.2400,-7.2100,18.4500,324.7625
2018,1.5000,10.3900,-10.0800,20.4700,30.7070
2019,1.4000,11.0200,-7.3900,18.4100,25.7733
