year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,5.5000,6.7600,-14.3700,21.1300,116.2381
1981,5.2000,8.5900,-13.1900,21.7800,113.2566
1982,0.6000,8.1500,-10.1300,18.2800,10.9687
1983,11.3000,8.9200,-11.4100,20.3300,229.7241
1984,0.9000,7.0900,-12.3100,19.4100,17.4650
1985,6.0000,7.6600,-13.0700,20.7300,124.3848
1986,7.2000,8.3600,-12.8100,21.1700,152.4377
1987,6.9000,6.9100,-12.0400,18.9500,130.7837
1988,2.4000,7.0000,-10.1000,17.1100,41.0557
1989,10.3000,9.4500,-9.1100,18.5600,191.1232
1990,6.8000,8.8100,-11.0400,19.8500,134.9864
1991,5.5000,7.7100,-10.4600,18.1700,99.9455
1992,1.8000,8.5800,-9.3400,17.9200,32.2540
1993,2.9000,8.6600,-9.9800,18.6400,54.0587
1994,6.5000,8.4400,-10.4300,18.8800,122.6994
1995,0.5000,7.5300,-9.5100,17.0400,8.5218
1996,1.6000,8.2700,-9.9200,18.1800,29.0925
1997,7.9000,9.1300,-9.8100,18.9400,149.6474
1998,2.8000,10.7600,-9.2500,20.0200,56.0458
1999,3.9000,7.2400,-8.5500,15.7900,61.5902
2000,13.6000,9.2400,-12.1100,21.3500,290.3615
2001,13.4000,8.9300,-14.9900,23.9200,320.4898
2002,1.0000,11.0700,-8.2000,19.2700,19.2706
2003,0.1000,9.9500,-9.9200,19.8600,1.9862
2004,2.7000,9.4100,-8.8100,18.2200,49.1932
2005,5.4000,8.1000,-12.0800,20.1800,108.9841
2006,4.7000,8.1800,-11.6300,19.8200,93.1348
2007,0.9000,8.8300,-7.5900,16.4200,14.7784
2008,4.1000,10.5700,-10.3800,20.9500,85.8762
2009,0.8000,9.6500,-9.6100,19.2600,15.4089
2010,3.0000,6.2300,-12.3300,18.5600,55.6746
2011,8.5000,8.4000,-11.8700,20.2800,172.3605
2012,4.1000,8.6600,-12.4200,21.0700,86.3949
2013,11.7000,7.5800,-13.8100,21.3900,250.2941
2014,4.1000,10.6000,-9.0900,19.6900,80.7333
2015,15.6000,10.1900,-9.0700,19.2600,300.4752
2016,3.1000,10.2700,-9.9400,20.2200,62.6720
2017,4.6000,10.8700,-7.7700,18.6400,85.7521
2018,7.6000,10.2700,-11.2300,21.4900,163.3466
2019,1.7000,11.0000,-8.2200,19.2200,32.6666
