year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,6.8000,-3.1100,-14.2800,11.1800,76.0063
1981,5.2000,-3.3700,-13.7400,10.3700,53.9147
1982,5.8000,-4.0400,-14.3900,10.3400,59.9906
1983,13.6000,-4.7000,-19.4200,14.7200,200.1927
1984,4.4000,-2.6700,-14.1500,11.4700,50.4875
1985,12.3000,-2.8100,-14.4300,11.6100,142.8476
1986,8.7000,-3.7500,-20.6300,16.8800,146.8463
1987,8.0000,-3.5200,-13.2900,9.7700,78.1554
1988,14.3000,-2.7500,-13.2100,10.4600,149.6030
1989,11.3000,-3.8900,-13.7700,9.8800,111.6795
1990,21.9000,-4.7800,-15.7000,10.9300,239.3072
1991,8.5000,-2.6800,-12.9900,10.3100,87.6414
1992,13.9000,-2.7100,-15.6000,12.8900,179.1431
1993,24.1000,-3.4400,-15.3100,11.8800,286.2737
1994,18.9000,-3.0900,-13.5200,10.4200,196.9567
1995,11.3000,-2.7800,-15.7000,12.9200,146.0045
1996,15.1000,-2.3600,-15.1000,12.7400,192.3113
1997,10.5000,-3.5600,-16.2400,12.6800,133.1309
1998,18.8000,-2.0700,-15.7700,13.7000,257.5477
1999,5.9000,-1.7100,-12.3400,10.6300,62.7181
2000,7.7000,-3.4500,-15.2300,11.7900,90.7708
2001,11.8000,-4.0800,-13.6700,9.5900,113.1443
2002,9.3000,-2.8700,-12.9800,10.1100,93.9967
2003,2.8000,-2.2100,-12.4000,10.1900,28.5298
2004,9.1000,-2.3400,-13.6100,11.2800,102.6036
2005,12.2000,-2.6900,-12.7600,10.0700,122.8254
2006,7.0000,-3.1400,-11.2100,8.0700,56.4651
2007,12.2000,-1.6700,-14.6800,13.0100,158.7538
2008,15.2000,-2.1000,-13.1500,11.0400,167.8683
2009,5.6000,-1.8200,-12.3100,10.4800,58.7159
2010,2.6000,-2.1500,-12.4600,10.3100,26.8118
2011,9.7000,-2.6900,-13.8000,11.1100,107.7752
2012,16.9000,-2.9300,-13.2500,10.3200,174.4465
2013,4.7000,-2.1400,-12.1300,9.9900,46.9676
2014,6.5000,-1.8300,-14.8100,12.9900,84.4099
2015,6.6000,-2.0900,-12.4900,10.3900,68.6025
2016,3.3000,-2.1200,-14.2000,12.0900,39.8870
2017,6.8000,-2.7200,-13.0100,10.2900,69.9753
2018,15.4000,-1.6500,-13.1200,11.4700,176.7053
2019,25.2000,-3.4200,-14.7800,11.3600,286.2288
