year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,0.6000,-0.2300,-21.1100,20.8800,12.5290
1981,5.7000,2.7300,-22.3600,25.0800,142.9717
1982,1.2000,2.8400,-16.3800,19.2200,23.0696
1983,2.0000,2.1600,-19.2900,21.4500,42.8908
1984,4.1000,-0.5000,-20.9200,20.4200,83.7167
1985,3.2000,2.4400,-20.5600,23.0000,73.5972
1986,2.4000,3.2000,-19.2100,22.4100,53.7918
1987,1.9000,1.1300,-19.6100,20.7400,39.4110
1988,4.3000,1.4700,-19.2100,20.6900,88.9545
1989,4.9000,3.9800,-18.5600,22.5500,110.4859
1990,2.6000,4.8600,-20.7400,25.5900,66.5451
1991,3.4000,2.1900,-17.8800,20.0700,68.2310
1992,0.6000,3.8700,-16.5400,20.4100,12.2488
1993,2.1000,4.1400,-18.1200,22.2600,46.7420
1994,3.4000,2.6000,-17.1600,19.7600,67.1914
1995,1.6000,1.9400,-15.3000,17.2400,27.5878
1996,1.4000,3.4800,-16.6100,20.0900,28.1280
1997,6.3000,4.4900,-19.5900,24.0800,151.6914
1998,0.9000,5.7500,-16.6800,22.4300,20.1850
1999,1.9000,1.7100,-16.1400,17.8400,33.9020
2000,3.2000,4.4400,-19.7700,24.2000,77.4528
2001,10.2000,2.4700,-23.4600,25.9200,264.4146
2002,8.7000,5.4200,-16.3300,21.7500,189.2300
2003,9.7000,2.4800,-19.1800,21.6600,210.0633
2004,6.9000,2.1600,-18.1400,20.2900,140.0051
2005,9.8000,2.6000,-20.6400,23.2300,227.6876
2006,8.8000,2.6600,-20.0200,22.6900,199.6308
2007,7.5000,3.5100,-16.8400,20.3600,152.6812
2008,4.3000,5.5700,-17.2500,22.8200,98.1219
2009,11.6000,4.4000,-19.1500,23.5600,273.2820
2010,10.4000,0.4200,-22.1300,22.5500,234.5047
2011,12.1000,3.8000,-20.0300,23.8200,288.2761
2012,3.8000,2.6500,-23.2600,25.9100,98.4473
2013,18.5000,1.1300,-24.2100,25.3500,468.9200
2014,8.1000,5.4000,-16.9200,22.3200,180.8010
2015,5.8000,4.0700,-17.0300,21.1000,122.3967
2016,3.0000,3.8900,-20.6100,24.5000,73.5005
2017,4.9000,5.2100,-19.0400,24.2500,118.8235
2018,2.6000,5.1300,-20.4300,25.5700,66.4714
2019,1.2000,4.7300,-16.9400,21.6600,25.9940
