year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,5.2000,1.1500,-23.3600,24.5000,127.4121
1981,4.4000,3.6800,-20.0700,23.7500,104.5214
1982,7.9000,3.6800,-18.8300,22.5100,177.8322
1983,13.0000,3.4600,-21.2700,24.7300,321.4865
1984,6.6000,2.8800,-22.2700,25.1400,165.9518
1985,8.5000,3.2600,-22.1900,25.4500,216.3418
1986,6.3000,2.9800,-22.8100,25.7900,162.4587
1987,10.4000,0.5100,-21.3200,21.8300,227.0297
1988,18.5000,1.9500,-21.8500,23.8000,440.3305
1989,7.0000,4.0000,-18.3900,22.3900,156.6991
1990,27.8000,5.2700,-21.5000,26.7700,744.1039
1991,8.5000,3.1200,-18.0500,21.1800,179.9971
1992,9.9000,3.8800,-20.5100,24.3900,241.4208
1993,10.4000,3.7300,-19.9000,23.6300,245.7688
1994,11.5000,2.4500,-22.1200,24.5700,282.5669
1995,10.0000,2.2800,-19.4300,21.7200,217.1703
1996,4.7000,4.4100,-18.8500,23.2700,109.3544
1997,9.8000,3.9600,-20.3100,24.2800,237.9191
1998,9.7000,6.0200,-19.0800,25.1000,243.4667
1999,8.3000,1.2600,-19.5800,20.8500,173.0157
2000,13.0000,3.3900,-21.0600,24.4600,317.9297
2001,9.3000,3.2800,-24.4200,27.7000,257.5833
2002,15.9000,5.5200,-17.7200,23.2500,369.5963
2003,5.6000,5.6500,-20.4500,26.1100,146.1971
2004,18.3000,2.9900,-18.8400,21.8300,399.5256
2005,12.9000,2.4600,-20.6800,23.1400,298.5319
2006,19.9000,2.6800,-22.0900,24.7700,492.9961
2007,10.4000,3.0200,-17.2500,20.2700,210.8037
2008,5.8000,6.0800,-19.3400,25.4200,147.4105
2009,16.9000,3.9700,-20.5900,24.5700,415.1865
2010,21.4000,1.3000,-22.1100,23.4200,501.1151
2011,27.1000,3.1500,-21.6100,24.7700,671.1747
2012,6.8000,3.5400,-23.2600,26.8100,182.2817
2013,25.0000,1.3200,-24.2900,25.6100,640.2935
2014,12.2000,4.7100,-21.2700,25.9800,316.9136
2015,29.8000,3.2800,-18.7400,22.0200,656.2399
2016,11.1000,4.8300,-19.4400,24.2600,269.3365
2017,20.5000,5.4400,-18.7300,24.1700,495.5573
2018,8.5000,4.5000,-22.9300,27.4300,233.1831
2019,2.9000,5.1900,-15.8800,21.0800,61.1291
