year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,4.4000,9.1600,-5.8100,14.9700,65.8501
1981,4.2000,11.7700,-4.7300,16.5000,69.2984
1982,8.7000,11.3300,-3.8100,15.1400,131.7022
1983,1.6000,10.0900,-5.0700,15.1600,24.2617
1984,3.0000,10.2700,-5.5400,15.8000,47.4077
1985,29.7000,10.4500,-5.8100,16.2600,482.9242
1986,2.6000,10.7700,-5.2400,16.0100,41.6336
1987,14.9000,11.0300,-2.5400,13.5800,202.3305
1988,9.9000,9.5500,-4.5100,14.0500,139.1389
1989,22.7000,10.8100,-4.0800,14.8900,338.0211
1990,41.8000,10.4100,-3.0400,13.4600,562.5220
1991,8.4000,10.2600,-3.1000,13.3700,112.2778
1992,8.4000,11.0300,-4.2200,15.2500,128.0927
1993,11.1000,10.7800,-4.0000,14.7800,164.0634
1994,6.3000,11.1200,-4.2000,15.3100,96.4579
1995,16.8000,10.7700,-3.6700,14.4300,242.4557
1996,13.0000,9.4200,-5.1300,14.5500,189.1680
1997,3.4000,12.0800,-3.1900,15.2800,51.9418
1998,5.2000,11.7500,-3.5400,15.3000,79.5423
1999,0.0000,12.0900,-2.1900,14.2700,0.0000
2000,19.9000,12.4700,-4.8500,17.3200,344.6700
2001,25.4000,11.7600,-2.2400,14.0000,355.6791
2002,10.6000,11.3800,-2.2900,13.6800,144.9645
2003,25.3000,10.7900,-4.1900,14.9800,378.9732
2004,5.9000,12.3900,-3.4200,15.8200,93.3241
2005,10.5000,12.0100,-4.4900,16.5000,173.2011
2006,22.2000,11.8900,-4.2500,16.1400,358.2887
2007,3.3000,11.6300,-2.4400,14.0700,46.4398
2008,28.2000,11.5100,-5.8200,17.3300,488.7556
2009,13.0000,11.5800,-3.4500,15.0300,195.3382
2010,11.8000,9.5900,-4.0200,13.6100,160.6009
2011,17.6000,10.0000,-5.5700,15.5700,274.0894
2012,6.1000,11.3200,-5.2700,16.5900,101.1984
2013,17.1000,12.4900,-3.8100,16.3000,278.7160
2014,23.8000,11.4200,-3.5500,14.9700,356.3027
2015,19.7000,11.3400,-3.8500,15.2000,299.3991
2016,10.7000,11.2600,-4.4500,15.7100,168.0655
2017,21.7000,11.1300,-1.8100,12.9400,280.8080
2018,11.9000,13.3300,-4.9300,18.2600,217.2997
2019,3.9000,11.9900,-4.3400,16.3300,63.6750
