year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,20.5000,5.6500,-6.6300,12.2800,251.7415
1981,45.5000,7.0400,-5.1500,12.1900,554.5571
1982,45.8000,6.1900,-4.7800,10.9700,502.5864
1983,27.9000,5.4400,-5.8700,11.3100,315.5254
1984,26.4000,6.3600,-6.5100,12.8700,339.8164
1985,44.7000,5.7000,-6.0800,11.7800,526.4192
1986,26.3000,6.3300,-5.3700,11.6900,307.5474
1987,38.1000,6.0700,-2.6700,8.7400,332.8118
1988,48.1000,4.8800,-4.5700,9.4500,454.5272
1989,66.0000,5.0300,-5.2900,10.3200,680.9335
1990,77.4000,5.9400,-3.7100,9.6500,747.2652
1991,23.6000,5.7900,-3.8000,9.5900,226.3827
1992,19.3000,6.0900,-4.1500,10.2500,197.7731
1993,45.3000,5.5900,-4.3800,9.9800,451.9988
1994,27.4000,6.7600,-4.8400,11.6000,317.8340
1995,35.3000,6.2800,-4.7900,11.0700,390.5945
1996,31.0000,4.5100,-5.6300,10.1400,314.3575
1997,49.2000,7.3600,-3.3300,10.6900,525.7222
1998,20.3000,6.8300,-4.3300,11.1600,226.5784
1999,6.9000,6.9300,-2.3000,9.2400,63.7282
2000,37.4000,7.9600,-4.8200,12.7700,477.6286
2001,57.8000,7.3500,-3.0100,10.3700,599.1891
2002,62.0000,6.6700,-3.5500,10.2200,633.8137
2003,61.3000,6.1700,-3.8000,9.9700,611.2025
2004,50.0000,8.3600,-4.4500,12.8100,640.3536
2005,36.5000,7.5500,-4.9300,12.4800,455.6417
2006,77.3000,7.9800,-4.5500,12.5300,968.6063
2007,18.0000,7.8100,-2.5100,10.3200,185.7574
2008,51.8000,8.3600,-6.5400,14.9000,771.8447
2009,23.4000,7.3700,-2.7400,10.1000,236.4101
2010,26.5000,6.2000,-2.8500,9.0400,239.6503
2011,42.8000,6.3600,-5.3500,11.7100,501.0867
2012,27.0000,7.2700,-6.2300,13.5000,364.4510
2013,34.7000,8.9500,-3.7200,12.6700,439.7999
2014,34.8000,7.5100,-3.8000,11.3100,393.5804
2015,28.3000,7.4100,-3.5800,10.9900,311.0095
2016,31.4000,7.4000,-4.5600,11.9600,375.4892
2017,50.0000,6.9700,-2.1700,9.1400,456.9831
2018,60.9000,9.1600,-4.8700,14.0200,853.9460
2019,54.6000,7.7700,-5.2400,13.0100,710.1389
