year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,4.7000,0.6600,-23.1700,23.8300,112.0078
1981,4.5000,3.1600,-21.4500,24.6200,110.7687
1982,2.9000,3.2000,-19.0300,22.2300,64.4767
1983,8.8000,2.6800,-22.0800,24.7500,217.8242
1984,6.9000,2.5900,-22.8500,25.4400,175.5565
1985,11.6000,3.1500,-22.6000,25.7500,298.6863
1986,5.5000,3.1300,-21.9100,25.0400,137.7225
1987,11.3000,-0.0400,-23.4900,23.4500,265.0199
1988,10.4000,2.0400,-21.5100,23.5500,244.9666
1989,7.1000,3.4900,-19.4600,22.9600,162.9932
1990,21.7000,5.1600,-21.6200,26.7800,581.1449
1991,8.3000,2.9300,-18.4000,21.3200,176.9696
1992,14.9000,3.5300,-21.9200,25.4500,379.1760
1993,14.1000,3.6600,-20.5800,24.2500,341.8736
1994,9.3000,2.0200,-22.8000,24.8300,230.8835
1995,4.9000,2.1500,-17.6100,19.7700,96.8507
1996,4.6000,3.7100,-19.3800,23.0900,106.2240
1997,18.1000,3.7000,-21.0300,24.7200,447.5138
1998,9.6000,5.7600,-20.6800,26.4400,253.8643
1999,13.2000,1.1400,-19.4500,20.6000,271.8926
2000,12.5000,3.4500,-21.6900,25.1300,314.1828
2001,9.2000,3.2100,-25.5800,28.7900,264.8662
2002,15.6000,5.3500,-18.3100,23.6700,369.1812
2003,5.7000,5.1800,-20.7300,25.9100,147.6643
2004,23.7000,2.5000,-19.8900,22.3900,530.6187
2005,9.2000,2.5900,-20.3700,22.9600,211.2347
2006,14.7000,2.8700,-22.9000,25.7600,378.7313
2007,10.0000,3.1400,-17.1000,20.2500,202.4792
2008,7.1000,6.0500,-19.9500,26.0000,184.6118
2009,18.4000,3.6500,-21.1500,24.7900,456.1787
2010,18.1000,1.5200,-22.4800,24.0000,434.3913
2011,21.3000,2.8400,-22.4300,25.2700,538.2772
2012,4.6000,3.1200,-24.2300,27.3500,125.8116
2013,26.0000,1.5300,-24.7900,26.3300,684.5310
2014,25.5000,4.5000,-21.9600,26.4600,674.6746
2015,29.5000,3.0600,-18.4800,21.5400,635.5526
2016,8.3000,4.8600,-19.2400,24.1000,200.0700
2017,6.6000,5.4100,-19.5000,24.9100,164.3756
2018,7.8000,4.6000,-23.3800,27.9700,218.1924
2019,29.6000,5.1300,-15.9800,21.1100,624.9654
