year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,5.9000,11.6700,-3.8900,15.5600,91.8019
1981,6.7000,13.9400,-4.1500,18.0900,121.1902
1982,6.9000,14.2200,-3.6000,17.8200,122.9855
1983,0.5000,13.4900,-3.1000,16.5900,8.2951
1984,0.8000,12.0500,-3.7700,15.8200,12.6589
1985,9.6000,12.0500,-4.0500,16.1000,154.5920
1986,6.7000,13.6100,-4.0900,17.7000,118.5589
1987,12.2000,12.5900,-2.8500,15.4400,188.3978
1988,4.3000,12.6800,-2.9400,15.6200,67.1612
1989,3.4000,14.5800,-1.0000,15.5800,52.9735
1990,32.2000,13.0600,-2.8800,15.9400,513.1560
1991,1.0000,12.2000,-1.8600,14.0500,14.0534
1992,5.8000,13.8900,-1.4800,15.3600,89.1167
1993,3.1000,14.0000,-1.6900,15.6900,48.6527
1994,2.8000,14.0200,-1.4100,15.4300,43.2122
1995,3.7000,13.6000,-0.8900,14.4800,53.5925
1996,1.4000,13.5500,-1.5700,15.1200,21.1623
1997,13.1000,14.3500,-1.4500,15.8000,207.0370
1998,39.0000,14.7900,-1.0700,15.8600,618.5909
1999,0.0000,13.7200,0.2700,13.4600,0.0000
2000,7.3000,14.8700,-2.8400,17.7100,129.2765
2001,17.4000,15.5300,-2.2700,17.8000,309.7288
2002,0.8000,15.4800,0.4400,15.0400,12.0289
2003,8.5000,14.6900,-1.7800,16.4700,139.9868
2004,11.0000,14.7900,-0.1400,14.9300,164.2032
2005,15.8000,14.3100,-2.5800,16.8900,266.8074
2006,3.1000,14.0900,-2.2400,16.3300,50.6273
2007,2.9000,14.7300,-0.1200,14.8600,43.0855
2008,1.2000,15.2800,-1.0500,16.3200,19.5880
2009,13.2000,15.4100,-1.0500,16.4600,217.3134
2010,14.6000,12.7900,-2.8600,15.6500,228.5408
2011,8.4000,14.8400,-2.0500,16.9000,141.9334
2012,0.0000,14.1000,-3.5000,17.6000,0.0000
2013,19.6000,12.8700,-5.0200,17.8900,350.6156
2014,9.7000,15.5200,-2.3500,17.8700,173.2924
2015,16.9000,14.8200,-2.0100,16.8300,284.4556
2016,11.8000,15.2100,-2.9500,18.1600,214.3177
2017,4.5000,15.7500,-1.4100,17.1600,77.2399
2018,2.9000,14.9300,-3.6400,18.5700,53.8670
2019,4.1000,15.3600,-3.3800,18.7300,76.8106
