year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,1.9000,9.0000,-7.4300,16.4200,31.2056
1981,1.4000,10.8800,-6.4500,17.3300,24.2625
1982,1.7000,10.0300,-5.8500,15.8900,27.0080
1983,5.2000,9.0600,-7.0700,16.1300,83.8745
1984,0.2000,9.9900,-8.0200,18.0100,3.6013
1985,0.4000,9.2000,-8.1200,17.3300,6.9302
1986,0.6000,9.8400,-6.6200,16.4600,9.8787
1987,1.9000,10.2100,-4.2600,14.4800,27.5051
1988,4.0000,8.7400,-6.0700,14.8100,59.2423
1989,6.1000,10.1900,-7.2800,17.4800,106.6018
1990,2.9000,9.9600,-4.3600,14.3100,41.5051
1991,1.2000,9.9100,-5.1900,15.1000,18.1158
1992,0.8000,10.4600,-6.1900,16.6500,13.3234
1993,1.1000,10.3800,-5.1400,15.5300,17.0785
1994,0.0000,10.4700,-5.9500,16.4200,0.0000
1995,3.9000,9.3100,-5.9600,15.2700,59.5348
1996,1.5000,9.5400,-6.6700,16.2100,24.3142
1997,4.4000,12.3600,-5.0800,17.4500,76.7737
1998,1.3000,11.1800,-5.4900,16.6600,21.6587
1999,0.7000,10.9300,-4.3400,15.2700,10.6877
2000,3.1000,11.2600,-5.9900,17.2500,53.4814
2001,1.3000,10.4500,-4.5000,14.9500,19.4293
2002,3.1000,10.3800,-4.9300,15.3100,47.4554
2003,3.1000,10.2000,-6.2900,16.4800,51.0952
2004,0.2000,11.4900,-5.6200,17.1100,3.4220
2005,0.1000,11.1200,-6.0900,17.2100,1.7209
2006,1.4000,10.4900,-6.7800,17.2700,24.1814
2007,0.6000,10.3200,-4.2300,14.5500,8.7311
2008,6.0000,12.0900,-10.0400,22.1300,132.7588
2009,0.7000,12.4700,-4.5400,17.0100,11.9082
2010,4.4000,8.7800,-5.4400,14.2300,62.5940
2011,1.9000,9.9400,-7.1600,17.1000,32.4883
2012,0.4000,11.2400,-7.6000,18.8400,7.5348
2013,1.2000,12.8300,-5.3700,18.1900,21.8340
2014,2.9700,11.6200,-4.5600,16.1800,47.9928
2015,3.3000,11.1800,-5.3900,16.5600,54.6535
2016,7.8000,11.2700,-6.4500,17.7200,138.1910
2017,1.2000,10.7200,-3.5100,14.2300,17.0768
2018,1.9700,11.0600,-5.1900,16.2400,31.9465
2019,3.5300,11.0600,-4.8800,15.9400,56.3209
