year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,0.6000,-1.4100,-21.0800,19.6700,11.8021
1981,9.4000,2.0500,-20.2500,22.3000,209.6100
1982,6.1000,0.9600,-17.3400,18.3000,111.6150
1983,6.7000,1.4500,-17.1900,18.6400,124.8882
1984,6.2000,-0.0700,-19.7800,19.7100,122.2195
1985,5.2000,1.0300,-20.7600,21.7900,113.3099
1986,6.1000,0.8200,-19.2100,20.0300,122.2067
1987,7.6000,-0.9200,-18.4000,17.4800,132.8851
1988,7.9000,-0.1400,-19.2100,19.0700,150.6766
1989,8.7000,2.1800,-16.0000,18.1800,158.1794
1990,17.4000,3.6800,-18.4800,22.1700,385.7067
1991,6.4000,0.9900,-17.3600,18.3500,117.4550
1992,11.2000,2.3300,-16.9500,19.2700,215.8737
1993,3.8000,1.9000,-17.0400,18.9400,71.9847
1994,4.1000,0.6500,-18.0500,18.7100,76.6926
1995,3.4000,0.0300,-16.3000,16.3300,55.5195
1996,7.7000,1.5700,-17.3100,18.8700,145.3213
1997,10.6000,2.2800,-18.6900,20.9800,222.3563
1998,8.3000,3.7700,-17.6000,21.3800,177.4402
1999,8.4000,-0.4000,-17.1900,16.7900,141.0356
2000,9.8000,1.5200,-19.1400,20.6600,202.4590
2001,9.2000,1.0000,-22.1700,23.1800,213.2249
2002,12.9000,3.0400,-16.3600,19.4000,250.2905
2003,6.9000,2.8900,-17.7000,20.5900,142.0578
2004,10.8000,0.4100,-16.5900,16.9900,183.5281
2005,12.8000,0.4500,-19.8100,20.2600,259.2856
2006,12.1000,0.2900,-20.3200,20.6100,249.4099
2007,3.1000,1.2600,-15.1000,16.3500,50.6982
2008,5.4000,3.2700,-17.2900,20.5600,111.0161
2009,10.6000,2.6800,-18.6600,21.3500,226.2672
2010,16.1000,-0.7200,-20.9700,20.2500,326.0129
2011,19.8000,1.2900,-19.9000,21.1900,419.5653
2012,2.6000,1.1900,-20.9900,22.1800,57.6802
2013,16.5000,-0.2100,-21.7300,21.5200,355.0649
2014,16.1000,3.2200,-17.4700,20.6900,333.1207
2015,11.1000,1.8000,-16.4900,18.2900,202.9831
2016,13.6000,2.3800,-18.4000,20.7700,282.5099
2017,9.5000,3.1000,-16.1500,19.2500,182.8537
2018,6.2700,2.4200,-18.1100,20.5300,128.6722
2019,9.6000,2.4200,-17.1400,19.5700,187.8562
