year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,5.9000,2.5500,-8.1800,10.7300,63.2839
1981,8.0000,1.5600,-7.2800,8.8400,70.7088
1982,16.6000,0.9900,-8.0500,9.0400,150.1217
1983,9.7000,0.8600,-10.6100,11.4600,111.1927
1984,9.2000,2.3000,-8.5100,10.8100,99.4810
1985,10.2000,2.2800,-8.1800,10.4700,106.7524
1986,5.5000,1.5100,-8.0300,9.5400,52.4749
1987,4.1000,2.4100,-6.4300,8.8300,36.2207
1988,14.6000,1.9500,-6.8400,8.7900,128.3752
1989,22.4000,0.9900,-8.1700,9.1500,204.9919
1990,15.4000,1.3800,-7.3600,8.7400,134.5852
1991,18.6000,2.4100,-8.1100,10.5100,195.5655
1992,10.2000,2.1600,-9.2600,11.4200,116.4637
1993,17.4000,1.9700,-8.1600,10.1300,176.3318
1994,24.1000,1.9300,-7.7700,9.6900,233.6210
1995,18.0000,1.7300,-9.1400,10.8700,195.6287
1996,8.9000,2.3000,-7.7500,10.0400,89.3916
1997,10.4000,1.9300,-8.4300,10.3600,107.7485
1998,15.0000,3.6500,-7.4600,11.1100,166.6500
1999,6.0000,2.6600,-6.3700,9.0300,54.1922
2000,9.3000,1.8000,-8.0100,9.8100,91.2220
2001,14.9000,1.5900,-8.1000,9.6900,144.3688
2002,10.3000,3.0600,-6.6300,9.6900,99.8274
2003,11.0000,3.2200,-6.1600,9.3800,103.1997
2004,5.3000,3.0000,-7.0900,10.0900,53.4951
2005,17.7000,2.3000,-6.2100,8.5100,150.7040
2006,5.0000,2.4400,-5.3200,7.7600,38.7957
2007,17.1000,3.6900,-7.9200,11.6100,198.5347
2008,27.9000,3.0000,-7.7800,10.7800,300.7061
2009,9.9000,3.0900,-5.6600,8.7500,86.5834
2010,3.9000,4.0200,-5.1400,9.1500,35.7009
2011,8.7000,2.5000,-7.2500,9.7600,84.8918
2012,34.9000,2.7500,-6.7700,9.5300,332.5263
2013,9.5000,3.4000,-5.9700,9.3700,88.9730
2014,21.2000,3.0700,-6.8200,9.8900,209.6342
2015,15.3000,3.0100,-6.3100,9.3200,142.6270
2016,5.6000,3.4800,-7.3500,10.8300,60.6477
2017,9.8000,2.2400,-4.8000,7.0400,68.9515
2018,9.5000,3.4000,-5.5400,8.9400,84.9305
2019,22.3000,3.1200,-5.5400,8.6600,193.1584
