year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,18.5000,11.2200,-4.1300,15.3500,283.9267
1981,6.9000,13.4000,-4.0000,17.4000,120.0452
1982,7.0000,13.0000,-3.8100,16.8100,117.6389
1983,19.0000,12.5200,-4.1500,16.6700,316.6378
1984,0.3000,11.1100,-4.8100,15.9200,4.7766
1985,32.9000,10.7900,-4.9700,15.7500,518.2950
1986,5.0000,12.4300,-4.6800,17.1200,85.5850
1987,13.5000,10.9200,-3.6200,14.5400,196.3132
1988,6.6000,11.2800,-3.7000,14.9800,98.8709
1989,3.8000,13.5100,-2.1600,15.6700,59.5455
1990,27.7000,12.0000,-3.8800,15.8800,439.8432
1991,0.9000,11.2200,-3.0900,14.3100,12.8795
1992,4.3000,12.4800,-2.7200,15.2000,65.3702
1993,3.9000,12.5700,-2.8000,15.3800,59.9669
1994,2.9000,12.7500,-2.9000,15.6500,45.3977
1995,5.7000,12.1000,-2.5800,14.6800,83.6766
1996,3.4000,12.4400,-3.1400,15.5800,52.9674
1997,11.1000,13.4600,-2.2200,15.6800,174.0705
1998,12.6000,13.8300,-1.8000,15.6200,196.8747
1999,1.4000,12.3300,-0.6300,12.9600,18.1432
2000,16.0000,13.4300,-3.5200,16.9500,271.2036
2001,14.5000,13.8800,-2.9300,16.8100,243.7842
2002,6.6000,14.6800,0.0400,14.6500,96.6706
2003,18.8000,13.9200,-2.0600,15.9800,300.4349
2004,1.3000,13.9600,-0.3300,14.2800,18.5649
2005,8.1000,13.0200,-2.4300,15.4500,125.1509
2006,15.5000,13.0700,-2.4700,15.5400,240.9134
2007,1.3000,13.3000,-0.1500,13.4500,17.4879
2008,8.9000,13.2100,-2.8200,16.0300,142.6725
2009,15.5000,13.3900,-3.5600,16.9500,262.7961
2010,11.0000,10.9800,-4.9400,15.9200,175.1612
2011,8.3000,12.6700,-4.8400,17.5100,145.3298
2012,2.7000,12.8400,-4.9900,17.8300,48.1448
2013,15.5000,11.6900,-5.3800,17.0700,264.5876
2014,6.1000,14.6500,-2.8300,17.4800,106.6081
2015,25.6000,13.4900,-2.6600,16.1500,413.4722
2016,13.3000,14.4200,-3.3400,17.7500,236.1379
2017,24.5000,14.8000,-2.2300,17.0300,417.2090
2018,2.2000,14.1900,-4.0300,18.2200,40.0797
2019,1.3000,14.2800,-3.6400,17.9200,23.2980
