year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,0.2000,13.7800,0.5700,13.2000,2.6408
1981,6.6000,15.8700,0.7200,15.1500,99.9583
1982,5.9000,15.8800,1.1300,14.7600,87.0602
1983,1.1000,15.2800,1.3800,13.9000,15.2918
1984,1.5000,14.1200,0.4000,13.7200,20.5809
1985,26.2000,13.9600,-0.1500,14.1100,369.5915
1986,6.6000,15.1600,0.0300,15.1300,99.8491
1987,19.4000,14.1800,1.7800,12.4000,240.5464
1988,3.6000,14.2900,1.2900,13.0000,46.8003
1989,40.7000,14.9600,1.6200,13.3400,542.9714
1990,33.5000,14.5400,0.9000,13.6500,457.1302
1991,0.9000,13.0900,1.9300,11.1600,10.0482
1992,4.5000,14.7900,1.7400,13.0600,58.7525
1993,18.4000,14.5200,1.7500,12.7700,234.9600
1994,0.6000,15.7400,2.2000,13.5400,8.1234
1995,9.7000,15.1000,2.3900,12.7100,123.3292
1996,9.9000,14.0900,1.1900,12.9000,127.7438
1997,3.2000,15.6500,2.3300,13.3100,42.6029
1998,8.8000,15.2500,2.2200,13.0300,114.6646
1999,1.2000,15.2900,3.4100,11.8700,14.2497
2000,15.5000,16.5200,0.8700,15.6400,242.4952
2001,35.1000,16.5900,1.5700,15.0200,527.0570
2002,16.5000,15.9900,3.5200,12.4700,205.7961
2003,22.3000,15.0400,1.2100,13.8300,308.3632
2004,12.1000,16.4700,3.2200,13.2500,160.3749
2005,9.6000,15.8700,0.4600,15.4100,147.9107
2006,11.6000,16.2500,1.3000,14.9500,173.4578
2007,4.5000,16.4800,3.3000,13.1900,59.3465
2008,10.2000,16.9600,1.2700,15.6900,160.0768
2009,7.1000,16.0700,2.7300,13.3400,94.7342
2010,9.3000,14.6300,1.5600,13.0700,121.5854
2011,26.2000,15.8200,1.7400,14.0700,368.7403
2012,3.2000,16.7100,0.8800,15.8300,50.6617
2013,24.1000,16.2900,0.4400,15.8500,381.9891
2014,15.2000,17.9100,2.6100,15.3100,232.6408
2015,0.9000,16.5200,3.5700,12.9600,11.6615
2016,1.0000,17.0900,2.4000,14.6800,14.6826
2017,15.3000,17.5400,3.6700,13.8700,212.1796
2018,12.9000,17.5800,2.0600,15.5300,200.2850
2019,12.0000,17.3900,1.6800,15.7100,188.5093
