year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,6.4000,9.5000,-6.8800,16.3900,104.8812
1981,2.7000,11.1900,-6.4400,17.6300,47.5928
1982,11.4000,11.7000,-5.9100,17.6000,200.6915
1983,0.9000,10.5300,-6.6300,17.1600,15.4434
1984,2.2000,9.7900,-7.2300,17.0200,37.4437
1985,7.9000,9.7400,-7.4600,17.1900,135.8210
1986,5.1000,10.6600,-7.0100,17.6700,90.0988
1987,7.9000,10.9900,-5.2600,16.2500,128.3763
1988,2.1000,9.6400,-6.0600,15.6900,32.9576
1989,14.0000,11.2500,-5.7200,16.9700,237.5797
1990,14.1000,10.2700,-4.3900,14.6600,206.7155
1991,4.5000,9.8400,-4.7900,14.6300,65.8362
1992,4.4000,11.1500,-5.2300,16.3900,72.0995
1993,8.8000,10.7200,-5.4700,16.1900,142.4973
1994,3.4000,11.8900,-4.9100,16.8000,57.1242
1995,7.4000,10.9800,-4.0600,15.0400,111.3158
1996,0.0000,9.9800,-5.0700,15.0500,0.0000
1997,1.5000,12.0700,-3.9100,15.9900,23.9793
1998,5.8000,12.2100,-4.3500,16.5600,96.0661
1999,0.0000,12.6800,-2.6900,15.3700,0.0000
2000,9.4000,12.5700,-5.5000,18.0700,169.8535
2001,6.0000,12.6900,-3.7700,16.4600,98.7416
2002,2.4000,12.4600,-2.6400,15.1000,36.2422
2003,21.8000,11.5400,-5.2100,16.7600,365.2980
2004,4.9000,12.5500,-3.6800,16.2300,79.5173
2005,13.2000,11.9600,-5.5300,17.4900,230.8211
2006,4.9000,12.4100,-4.7400,17.1400,84.0068
2007,7.6000,12.1800,-2.8000,14.9800,113.8184
2008,6.2000,12.2100,-4.8300,17.0400,105.6719
2009,2.9000,12.5900,-3.7300,16.3300,47.3478
2010,14.8000,9.6100,-5.3700,14.9800,221.7655
2011,7.2000,10.9600,-4.9400,15.9000,114.5021
2012,1.2000,12.5100,-5.8600,18.3700,22.0456
2013,9.1000,12.7900,-5.2300,18.0200,163.9941
2014,2.8000,13.2200,-3.4600,16.6800,46.7087
2015,13.7000,12.2600,-3.8500,16.1100,220.7053
2016,7.8000,12.8300,-4.1900,17.0200,132.7774
2017,10.9000,12.9500,-2.1800,15.1400,164.9770
2018,0.7000,13.7700,-4.4800,18.2500,12.7746
2019,2.4000,12.7400,-4.5400,17.2700,41.4593
