year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,1.1000,10.1400,-6.7900,16.9300,18.6232
1981,2.3000,11.1800,-6.1900,17.3700,39.9496
1982,10.8000,11.5500,-5.4900,17.0500,184.1150
1983,0.5000,10.1700,-6.3500,16.5300,8.2625
1984,4.3000,9.9800,-7.2800,17.2700,74.2444
1985,13.7000,10.3600,-6.8700,17.2300,236.0629
1986,2.6000,10.4700,-6.7200,17.1900,44.7042
1987,19.8000,11.0700,-4.3200,15.3800,304.5823
1988,5.0000,9.3900,-5.7400,15.1300,75.6326
1989,12.8000,11.0500,-4.7500,15.7900,202.1701
1990,30.7000,10.3900,-4.0300,14.4200,442.6347
1991,9.6000,10.4000,-4.0900,14.4900,139.0831
1992,4.4000,11.1600,-5.6200,16.7800,73.8253
1993,6.1000,10.8700,-5.4500,16.3200,99.5292
1994,5.7000,11.2100,-5.2600,16.4800,93.9089
1995,8.8000,10.6600,-4.8200,15.4900,136.2703
1996,5.2000,9.5000,-5.9800,15.4800,80.4914
1997,1.9000,12.2800,-4.3400,16.6200,31.5831
1998,5.6000,12.3600,-4.2000,16.5600,92.7593
1999,0.0000,12.6800,-3.5900,16.2700,0.0000
2000,11.8000,12.2900,-5.8400,18.1300,213.9570
2001,4.2000,11.8800,-2.8700,14.7500,61.9429
2002,8.2000,12.0200,-3.0700,15.0900,123.7529
2003,27.0000,11.3400,-4.8500,16.1900,437.1359
2004,4.6000,13.0100,-3.5200,16.5300,76.0358
2005,9.6000,12.4600,-4.5500,17.0000,163.2306
2006,16.0000,12.5900,-4.6500,17.2400,275.7739
2007,10.3000,11.8700,-2.8400,14.7100,151.5541
2008,19.8000,12.1300,-5.7100,17.8300,353.0873
2009,9.2000,12.2800,-3.7700,16.0500,147.6647
2010,14.2000,9.9900,-3.8100,13.8000,195.9463
2011,8.3000,10.6000,-5.3500,15.9500,132.3764
2012,4.7000,12.2900,-4.8800,17.1700,80.7060
2013,6.5000,13.4600,-3.4500,16.9000,109.8776
2014,18.2000,12.5300,-3.2300,15.7600,286.8399
2015,14.5000,12.4900,-3.3900,15.8800,230.2789
2016,10.2000,12.7500,-3.9900,16.7300,170.6824
2017,16.1000,12.4500,-1.2000,13.6600,219.9066
2018,7.9000,14.2100,-4.2400,18.4500,145.7361
2019,5.7000,12.7000,-3.9300,16.6300,94.7724
