year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,12.9000,7.8500,-10.2000,18.0500,232.8029
1981,6.1000,10.1500,-10.0700,20.2100,123.3084
1982,2.8000,9.4400,-7.8900,17.3300,48.5216
1983,2.7000,9.9000,-8.1800,18.0800,48.8250
1984,1.0000,8.7100,-9.6000,18.3100,18.3109
1985,12.3000,8.7300,-10.3700,19.1000,234.8822
1986,2.4000,9.7200,-9.5200,19.2400,46.1830
1987,16.3000,7.9700,-8.7200,16.6900,272.0592
1988,1.7000,8.3000,-7.2400,15.5300,26.4080
1989,6.3000,11.3500,-5.8600,17.2200,108.4574
1990,20.9000,9.8900,-8.0900,17.9800,375.7401
1991,6.7000,8.7700,-7.4000,16.1700,108.3439
1992,6.5000,9.4800,-7.3000,16.7800,109.0586
1993,3.7000,9.8500,-7.8900,17.7500,65.6582
1994,6.3000,9.4300,-8.6900,18.1300,114.1934
1995,6.0000,8.7500,-7.8600,16.6100,99.6796
1996,2.8000,9.3300,-8.4800,17.8100,49.8791
1997,5.2000,10.1800,-7.8700,18.0500,93.8796
1998,0.9000,11.0100,-7.4800,18.4900,16.6388
1999,5.5000,8.7500,-6.6000,15.3400,84.3886
2000,19.0000,10.2300,-10.6400,20.8700,396.5503
2001,15.8000,10.0000,-12.0900,22.1000,349.1083
2002,2.3000,11.7200,-7.0600,18.7700,43.1728
2003,2.1000,10.7500,-8.4700,19.2100,40.3435
2004,3.9000,10.5800,-6.7400,17.3200,67.5439
2005,11.6000,9.0600,-9.6700,18.7300,217.2526
2006,13.2000,9.0700,-9.6700,18.7400,247.4056
2007,0.6000,9.8500,-6.7600,16.6100,9.9653
2008,6.8000,10.7600,-9.2400,19.9900,135.9659
2009,10.5000,10.2600,-8.1600,18.4200,193.4085
2010,6.9000,7.0600,-10.3000,17.3700,119.8282
2011,5.1000,9.3500,-9.5600,18.9000,96.4074
2012,3.7000,9.4400,-11.4100,20.8500,77.1617
2013,12.6000,7.9600,-11.2700,19.2300,242.3503
2014,8.5000,11.1300,-8.0400,19.1700,162.9212
2015,12.9000,10.6800,-8.0200,18.7100,241.3204
2016,5.1000,10.9400,-8.4500,19.3900,98.8817
2017,11.6000,11.2400,-7.2300,18.4600,214.1841
2018,6.0000,10.9500,-8.4100,19.3700,116.2116
2019,8.4300,10.9500,-7.8700,18.8200,158.7285
