year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,0.0000,11.2200,-8.0700,19.2900,0.0000
1981,1.5000,12.5900,-7.4700,20.0600,30.0904
1982,1.1000,11.5400,-7.9900,19.5300,21.4820
1983,4.2000,11.0400,-8.2800,19.3200,81.1313
1984,0.7000,10.9900,-9.6600,20.6500,14.4570
1985,2.5000,10.9700,-10.6600,21.6200,54.0603
1986,4.6000,10.7800,-7.9800,18.7500,86.2577
1987,7.0000,11.5600,-8.7900,20.3500,142.4561
1988,2.2000,9.9200,-8.2400,18.1700,39.9645
1989,0.0000,10.9100,-6.9400,17.8500,0.0000
1990,0.1000,11.5700,-5.3800,16.9500,1.6945
1991,13.3000,11.4400,-8.1300,19.5700,260.3269
1992,4.3000,11.7300,-6.8500,18.5900,79.9264
1993,1.1000,11.4800,-5.9800,17.4500,19.1968
1994,3.3000,11.2600,-6.8000,18.0600,59.5936
1995,8.7000,11.2600,-7.5400,18.8000,163.5779
1996,10.3000,10.6800,-10.6300,21.3100,219.4494
1997,0.0000,13.5200,-7.4100,20.9300,0.0000
1998,5.1000,11.2500,-8.1000,19.3600,98.7131
1999,5.0000,12.0000,-6.1700,18.1800,90.8777
2000,16.5000,12.8300,-7.8700,20.7000,341.5447
2001,1.4000,12.4300,-6.9400,19.3700,27.1233
2002,0.5000,11.5800,-6.9200,18.5000,9.2518
2003,29.3000,10.6200,-9.5100,20.1200,589.5386
2004,4.8000,12.7700,-8.1600,20.9300,100.4692
2005,4.5000,12.9000,-7.9100,20.8100,93.6348
2006,3.3000,12.1900,-7.4300,19.6200,64.7466
2007,1.3000,13.2700,-8.3600,21.6300,28.1142
2008,2.5000,13.3900,-8.8700,22.2600,55.6514
2009,1.3000,12.5500,-6.1000,18.6400,24.2378
2010,2.4000,10.8000,-6.5800,17.3900,41.7279
2011,0.8000,11.6100,-8.5900,20.2000,16.1589
2012,8.3000,12.7800,-8.5600,21.3500,177.1748
2013,7.3000,13.7800,-10.2400,24.0200,175.3575
2014,0.6000,11.6600,-7.4100,19.0700,11.4445
2015,10.8000,12.8800,-9.3200,22.2100,239.8479
2016,9.0000,13.6300,-7.9900,21.6200,194.5852
2017,2.6000,12.9300,-3.9300,16.8700,43.8543
2018,1.6000,13.5100,-7.2700,20.7800,33.2475
2019,0.3000,13.1900,-8.3400,21.5300,6.4587
