year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,6.2000,-2.0500,-15.9400,13.9000,86.1656
1981,4.5000,-1.6900,-14.9700,13.2800,59.7540
1982,5.9000,-2.9300,-15.0100,12.0800,71.2952
1983,3.2000,-3.3400,-16.8700,13.5300,43.2849
1984,5.2000,-2.2500,-16.1600,13.9100,72.3284
1985,3.1000,-2.1800,-14.9300,12.7500,39.5135
1986,7.1000,-2.5700,-14.7400,12.1700,86.3790
1987,13.3000,-1.3300,-15.3000,13.9800,185.8681
1988,3.7000,-2.5600,-13.8500,11.2900,41.7718
1989,10.1000,-2.5500,-15.3100,12.7600,128.8770
1990,3.8000,-2.0000,-15.7800,13.7800,52.3685
1991,2.6000,-1.7500,-15.4000,13.6500,35.4874
1992,4.1000,-1.7100,-16.0500,14.3300,58.7612
1993,3.6000,-1.9000,-14.4600,12.5600,45.2159
1994,6.1000,-1.9400,-14.2200,12.2800,74.8868
1995,7.8000,-3.2900,-16.1300,12.8400,100.1501
1996,3.8000,-1.3100,-15.6900,14.3800,54.6492
1997,2.5000,-0.8000,-15.3600,14.5600,36.4111
1998,8.5000,-0.3900,-15.1000,14.7000,124.9863
1999,4.1000,-1.0600,-13.3200,12.2500,50.2353
2000,5.9000,-2.4100,-15.9100,13.5000,79.6509
2001,5.8000,-2.2800,-14.5200,12.2300,70.9577
2002,2.5000,-0.7200,-13.7400,13.0200,32.5486
2003,9.2000,-1.2700,-14.0400,12.7700,117.5187
2004,5.9000,-0.5900,-16.9900,16.4000,96.7595
2005,2.8000,-1.2600,-13.0000,11.7400,32.8820
2006,5.8000,-2.1000,-13.0300,10.9300,63.4066
2007,3.9000,-0.7300,-14.4500,13.7100,53.4848
2008,11.2000,-0.7400,-16.0600,15.3200,171.6111
2009,5.5000,-0.4500,-12.8800,12.4300,68.3529
2010,2.8000,-1.5700,-12.3800,10.8100,30.2660
2011,3.5000,-1.9600,-14.7400,12.7800,44.7270
2012,10.7000,-1.7700,-16.0800,14.3200,153.2058
2013,4.9000,-0.8600,-13.7300,12.8800,63.0965
2014,3.2000,-1.2200,-14.8600,13.6300,43.6213
2015,11.3000,-0.5900,-16.4400,15.8500,179.1028
2016,3.9000,-0.5100,-15.2100,14.7000,57.3475
2017,8.0000,-1.3400,-13.6600,12.3200,98.5804
2018,8.0700,-0.8100,-14.4800,13.6700,110.2573
2019,7.5700,-0.8100,-14.6100,13.8000,104.4180
