year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,3.3700,8.1600,-9.6300,17.7800,59.8681
1981,1.2700,10.0000,-8.2400,18.2400,23.1082
1982,0.2700,10.2900,-7.5500,17.8400,4.7583
1983,3.3700,9.2600,-8.6600,17.9200,60.3334
1984,1.6000,9.3300,-9.5300,18.8600,30.1726
1985,2.0000,8.3600,-9.1800,17.5400,35.0816
1986,2.1000,9.7200,-8.8700,18.5800,39.0265
1987,3.7000,9.8600,-7.1400,16.9900,62.8707
1988,2.6000,8.3600,-7.9800,16.3400,42.4925
1989,3.6000,10.3200,-6.7200,17.0400,61.3584
1990,4.5000,9.8000,-6.0700,15.8700,71.4003
1991,3.7000,8.9600,-6.3200,15.2700,56.5027
1992,1.3000,10.3900,-6.7400,17.1300,22.2659
1993,5.2000,9.8900,-7.6500,17.5300,91.1748
1994,0.3000,10.7500,-6.3100,17.0600,5.1180
1995,2.9000,8.9800,-6.7600,15.7400,45.6474
1996,0.0000,8.6900,-7.9900,16.6800,0.0000
1997,3.3000,11.6200,-5.8200,17.4400,57.5395
1998,1.6000,11.4000,-5.8200,17.2300,27.5607
1999,0.0000,11.4000,-4.6400,16.0400,0.0000
2000,2.0000,11.0400,-7.8100,18.8500,37.7024
2001,0.0000,10.7100,-5.1900,15.9000,0.0000
2002,2.0000,10.6800,-4.8400,15.5200,31.0387
2003,4.0000,10.4800,-7.8100,18.2900,73.1662
2004,2.9000,11.5800,-6.1200,17.7000,51.3338
2005,7.8000,10.7200,-8.8300,19.5500,152.4781
2006,6.5000,11.0100,-8.1900,19.1900,124.7414
2007,7.0000,10.8700,-4.8200,15.6800,109.7806
2008,5.1000,11.8600,-8.6500,20.5100,104.6083
2009,1.2000,11.7100,-5.7200,17.4300,20.9170
2010,1.0000,8.0200,-8.2900,16.3100,16.3118
2011,1.6000,8.8700,-9.0200,17.8900,28.6179
2012,0.0000,10.4600,-9.8700,20.3300,0.0000
2013,0.2000,11.4700,-7.8900,19.3600,3.8715
2014,0.7000,11.2800,-6.5400,17.8200,12.4720
2015,0.8000,10.1500,-6.8600,17.0100,13.6097
2016,5.2000,10.8000,-8.5300,19.3300,100.5370
2017,8.4000,10.8900,-5.6000,16.4900,138.4811
2018,3.8000,12.8300,-8.2100,21.0400,79.9534
2019,0.1000,10.8900,-9.0600,19.9500,1.9948
