year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,1.0000,4.4600,-15.3400,19.8000,19.8026
1981,18.1000,6.7700,-14.7900,21.5600,390.3086
1982,0.6000,6.5400,-11.5700,18.1000,10.8622
1983,1.9000,7.1300,-11.8000,18.9300,35.9678
1984,1.0000,5.3000,-13.4900,18.7900,18.7901
1985,5.9000,6.9800,-15.3500,22.3300,131.7366
1986,5.3000,6.6100,-13.6600,20.2700,107.4354
1987,8.4000,5.2000,-13.4100,18.6200,156.3796
1988,3.1000,5.5900,-12.1500,17.7400,55.0032
1989,6.3000,7.9200,-10.1800,18.1000,114.0268
1990,13.0000,8.2800,-13.8100,22.0900,287.1895
1991,1.9000,6.4900,-11.2100,17.7000,33.6241
1992,3.8000,7.4000,-11.0800,18.4700,70.1999
1993,4.4000,7.2200,-11.6100,18.8300,82.8547
1994,9.8000,6.8200,-12.5700,19.4000,190.0930
1995,2.0000,5.6300,-10.4500,16.0800,32.1610
1996,2.8000,7.3000,-11.5400,18.8400,52.7385
1997,0.6000,7.9900,-11.5900,19.5700,11.7442
1998,4.8000,9.7700,-11.8200,21.5800,103.5981
1999,3.3000,5.1200,-10.7100,15.8300,52.2376
2000,10.2000,7.4500,-12.8400,20.2900,206.9421
2001,13.2000,7.3300,-17.1400,24.4600,322.9230
2002,4.3000,9.2100,-9.7900,19.0000,81.6940
2003,3.8000,8.6100,-12.3100,20.9200,79.4907
2004,4.8000,7.3800,-10.2900,17.6700,84.8133
2005,13.1000,6.7500,-14.4400,21.1900,277.5317
2006,5.5000,6.4800,-13.7000,20.1800,110.9863
2007,7.9000,6.9300,-9.7000,16.6400,131.4241
2008,1.7000,9.0700,-11.0100,20.0800,34.1351
2009,5.8000,8.5500,-12.4200,20.9700,121.6266
2010,10.5000,4.5300,-14.9800,19.5100,204.8829
2011,19.7000,6.9100,-14.1200,21.0400,414.3947
2012,0.7000,7.3800,-14.1700,21.5600,15.0917
2013,22.7000,6.2100,-15.9300,22.1400,502.6734
2014,5.3000,8.9800,-11.2400,20.2300,107.1976
2015,18.6000,8.1700,-10.8600,19.0300,353.9688
2016,11.1000,8.8100,-12.0300,20.8400,231.3422
2017,7.4000,9.3200,-10.0400,19.3600,143.2321
2018,9.6000,8.7700,-11.5500,20.3200,195.0451
2019,11.4700,8.7700,-10.9600,19.7300,226.2689
