year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,2.2000,1.6100,-18.5000,20.1100,44.2453
1981,6.2000,3.8400,-21.9100,25.7500,159.6308
1982,2.4000,3.4800,-17.3500,20.8300,49.9850
1983,6.4000,3.0500,-21.7800,24.8400,158.9612
1984,4.4000,2.4900,-18.1500,20.6400,90.8337
1985,9.3000,1.7500,-19.3800,21.1300,196.5189
1986,3.6000,2.8400,-23.4600,26.3000,94.6650
1987,5.1000,1.9700,-20.2400,22.2100,113.2690
1988,3.6000,1.3600,-16.5000,17.8700,64.3228
1989,10.2000,4.7500,-16.9500,21.7000,221.3181
1990,7.4000,4.9200,-18.3600,23.2800,172.2691
1991,5.6000,2.3700,-17.5000,19.8700,111.2820
1992,6.1000,3.5900,-18.6300,22.2200,135.5680
1993,4.8000,3.0300,-19.6500,22.6800,108.8822
1994,4.1000,3.5800,-19.3000,22.8800,93.8146
1995,4.3000,2.3300,-18.2900,20.6100,88.6396
1996,2.4000,3.4200,-17.8000,21.2100,50.9139
1997,4.5000,4.7400,-16.4200,21.1600,95.2305
1998,3.2000,6.3300,-14.7700,21.1000,67.5353
1999,1.8000,4.0700,-17.0700,21.1400,38.0512
2000,8.9000,4.2900,-21.4100,25.7000,228.7701
2001,8.7000,4.4300,-19.3200,23.7500,206.6668
2002,0.9000,5.7200,-13.5400,19.2600,17.3297
2003,4.8000,4.6700,-18.2600,22.9400,110.0881
2004,1.3000,4.8400,-15.4300,20.2700,26.3494
2005,7.6000,3.7300,-18.3900,22.1200,168.1239
2006,6.2000,3.8500,-18.6500,22.5000,139.5271
2007,3.3000,4.1400,-16.4800,20.6200,68.0504
2008,7.1000,5.4900,-17.9400,23.4200,166.3048
2009,3.7000,5.7500,-16.1400,21.8900,80.9850
2010,7.1000,1.7900,-19.5400,21.3300,151.4289
2011,13.7000,3.6400,-18.8100,22.4500,307.6127
2012,4.4000,3.6900,-22.6800,26.3700,116.0346
2013,8.4000,4.2200,-20.7100,24.9300,209.3994
2014,3.6000,6.3400,-13.8200,20.1600,72.5690
2015,6.5000,4.8200,-14.6900,19.5100,126.8411
2016,21.1000,5.2900,-19.8500,25.1400,530.4712
2017,4.9000,6.1100,-13.4600,19.5700,95.8919
2018,3.6000,7.1000,-17.1800,24.2800,87.4143
2019,2.4000,5.6000,-15.9600,21.5600,51.7388
