year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,11.9000,-3.5000,-25.2600,21.7500,258.8457
1981,29.3000,-0.5200,-25.6600,25.1500,736.7754
1982,16.6000,-1.2800,-22.1200,20.8400,345.9729
1983,22.9000,-0.8500,-21.7000,20.8500,477.4412
1984,31.8000,-3.0600,-25.1500,22.0800,702.2083
1985,21.9000,-1.3900,-24.4200,23.0300,504.3533
1986,18.9000,-1.2000,-24.6400,23.4500,443.1406
1987,12.4000,-2.7200,-23.0100,20.3000,251.6700
1988,27.0000,-3.0000,-22.4500,19.4500,525.1045
1989,22.8000,0.0400,-20.0100,20.0500,457.2463
1990,23.1000,0.9200,-21.5700,22.4900,519.4850
1991,23.4000,-1.4200,-21.8600,20.4400,478.4090
1992,22.4000,-0.0900,-20.7600,20.6600,462.8910
1993,24.8000,-0.7500,-20.8000,20.0500,497.1298
1994,23.7000,-1.2300,-21.1100,19.8800,471.1715
1995,17.0000,-2.4500,-21.0900,18.6400,316.8804
1996,11.5000,-0.1900,-21.4900,21.3000,244.9113
1997,18.3000,0.1000,-21.9300,22.0300,403.0686
1998,12.8000,2.2000,-19.8900,22.0900,282.8080
1999,17.6000,-2.3000,-20.5700,18.2700,321.5120
2000,24.8000,-0.3800,-24.2300,23.8500,591.5967
2001,17.9000,-1.8700,-25.3200,23.4600,419.9202
2002,19.7000,1.1900,-20.7000,21.8900,431.2149
2003,22.9000,0.3100,-22.5400,22.8500,523.2086
2004,22.9000,-1.3700,-21.5400,20.1800,462.0428
2005,30.2000,-1.9400,-24.2300,22.2900,673.1208
2006,18.9000,-1.2700,-23.4700,22.2000,419.5681
2007,17.7000,-0.4600,-18.9100,18.4500,326.5706
2008,9.3000,1.9600,-22.1600,24.1200,224.3083
2009,20.5000,0.7900,-22.3200,23.1100,473.8278
2010,10.6000,-2.6300,-24.1700,21.5400,228.2961
2011,22.2000,-1.1500,-24.5100,23.3600,518.5689
2012,11.6000,-0.7500,-25.0700,24.3200,282.1663
2013,18.6000,-2.1800,-25.8200,23.6300,439.5939
2014,15.3000,1.2800,-20.6700,21.9400,335.7581
2015,12.0000,0.5500,-19.2700,19.8200,237.7870
2016,12.1000,0.9500,-21.9200,22.8700,276.7512
2017,11.6000,0.6500,-20.8100,21.4600,248.8847
2018,38.5000,1.8300,-25.2500,27.0700,1042.2582
2019,14.9000,1.3400,-20.6200,21.9600,327.1738
