year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,0.5000,10.2700,-5.9200,16.1900,8.0964
1981,1.9000,11.3800,-4.8500,16.2300,30.8419
1982,5.0000,10.8200,-4.7100,15.5300,77.6529
1983,1.3000,9.6700,-5.8800,15.5500,20.2188
1984,0.5000,10.5900,-5.9800,16.5700,8.2863
1985,1.7000,10.6700,-5.5900,16.2600,27.6357
1986,0.0000,10.6400,-4.7200,15.3700,0.0000
1987,5.6000,11.0100,-3.4000,14.4100,80.7071
1988,2.4000,9.9700,-4.8200,14.7900,35.4945
1989,11.4000,10.5400,-4.3000,14.8400,169.2157
1990,4.9000,10.9600,-3.3700,14.3300,70.2267
1991,3.5000,10.7800,-3.8300,14.6100,51.1365
1992,5.7000,11.0100,-5.7600,16.7700,95.5654
1993,9.8000,11.1000,-4.6500,15.7500,154.3396
1994,3.1000,11.4500,-4.4200,15.8700,49.1900
1995,4.2000,10.4800,-4.1100,14.5900,61.2662
1996,2.5000,9.8700,-5.0100,14.8800,37.2068
1997,4.8000,12.3800,-4.7400,17.1200,82.1885
1998,2.6000,12.2700,-4.1000,16.3700,42.5696
1999,2.7000,11.8700,-3.3400,15.2000,41.0510
2000,5.8000,12.1200,-4.6600,16.7800,97.3174
2001,13.7000,10.9600,-3.2300,14.1900,194.4152
2002,4.0000,11.4300,-3.3900,14.8200,59.2730
2003,2.0000,11.5600,-3.8100,15.3800,30.7506
2004,0.0000,12.0000,-3.5300,15.5300,0.0000
2005,8.9000,11.9900,-3.8200,15.8100,140.7402
2006,4.2000,11.7600,-4.5300,16.2900,68.4127
2007,5.6000,12.1300,-3.5200,15.6500,87.6303
2008,16.7000,12.8700,-6.2800,19.1500,319.8198
2009,3.9000,12.4400,-3.2300,15.6800,61.1439
2010,1.5000,10.5700,-3.7300,14.3000,21.4476
2011,6.6000,10.8600,-5.6700,16.5300,109.0964
2012,2.5000,11.9200,-5.5500,17.4800,43.6890
2013,7.6000,13.5500,-4.3700,17.9200,136.2001
2014,9.1000,12.3200,-4.3400,16.6700,151.6623
2015,3.0000,12.4100,-2.9900,15.4000,46.2025
2016,17.6000,12.5900,-4.5300,17.1200,301.3485
2017,10.4000,11.7400,-2.4000,14.1400,147.0696
2018,1.3000,13.9900,-4.5500,18.5400,24.0980
2019,4.2000,12.9100,-3.9500,16.8600,70.8201
