year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,8.2000,3.6100,-12.0500,15.6700,128.4554
1981,17.8000,7.0600,-11.2900,18.3600,326.7633
1982,10.9000,5.4400,-8.7400,14.1900,154.6239
1983,21.3000,5.0200,-8.8600,13.8800,295.7273
1984,26.0000,3.1100,-13.8800,17.0000,441.9388
1985,26.4000,2.1800,-15.9100,18.0900,477.5894
1986,19.9000,4.4600,-11.2600,15.7200,312.9102
1987,45.6000,2.9200,-8.7700,11.6900,533.1940
1988,54.8000,2.6500,-12.9400,15.5900,854.2477
1989,33.6000,4.6900,-9.2900,13.9800,469.8083
1990,36.3000,6.0100,-8.8900,14.9000,540.7008
1991,38.5000,4.3900,-10.3600,14.7500,567.8425
1992,31.8000,4.2800,-8.7000,12.9900,412.9514
1993,52.5000,3.6100,-9.1700,12.7700,670.5911
1994,57.4000,4.6100,-12.4400,17.0500,978.4066
1995,22.4000,4.8600,-9.6900,14.5500,325.8399
1996,19.4000,3.4700,-12.1100,15.5800,302.2424
1997,52.2000,9.4500,-9.6900,19.1300,998.8230
1998,47.5000,3.8200,-10.6400,14.4600,686.8305
1999,33.5000,3.7500,-9.0000,12.7500,427.0133
2000,33.9000,7.2500,-10.4600,17.7100,600.5317
2001,57.0000,6.5600,-10.8800,17.4400,993.9396
2002,23.2000,5.8800,-10.2600,16.1400,374.5343
2003,31.2000,3.9700,-10.2300,14.2000,443.0634
2004,34.4000,6.0700,-10.1800,16.2500,558.9174
2005,35.7000,7.0300,-14.0000,21.0300,750.9055
2006,32.5000,5.7200,-11.4100,17.1400,556.9597
2007,39.3000,6.3000,-7.9500,14.2500,560.0250
2008,21.4000,8.1600,-12.8500,21.0100,449.6674
2009,35.0000,6.4600,-11.1400,17.6100,616.1860
2010,78.1000,2.3000,-13.9100,16.2100,1266.1764
2011,49.0000,5.2700,-14.1400,19.4100,951.2273
2012,13.0000,7.3600,-13.3400,20.7100,269.1910
2013,45.5000,7.5200,-12.6300,20.1500,917.0052
2014,43.9000,6.1500,-11.2600,17.4100,764.3022
2015,37.0000,6.3400,-9.3400,15.6800,580.2923
2016,29.5000,7.0400,-9.1000,16.1400,476.1692
2017,32.6000,5.5700,-9.0900,14.6600,477.7778
2018,25.7000,6.3100,-9.8100,16.1200,414.4041
2019,31.3000,6.3100,-9.0800,15.3900,481.8301
