year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,0.1000,14.5300,-5.3100,19.8400,1.9842
1981,0.2000,15.4700,-4.9200,20.3900,4.0779
1982,0.7000,14.4000,-5.2700,19.6700,13.7705
1983,1.2000,13.6700,-5.3200,18.9900,22.7888
1984,0.0000,13.7800,-6.5700,20.3500,0.0000
1985,2.1000,13.9400,-7.2700,21.2100,44.5367
1986,0.0000,13.1400,-5.1500,18.3000,0.0000
1987,0.0000,14.3200,-4.4300,18.7500,0.0000
1988,0.0000,12.9700,-5.0300,18.0000,0.0000
1989,0.6000,13.6700,-4.8300,18.5000,11.0984
1990,0.2000,14.1600,-3.4000,17.5600,3.5124
1991,7.5000,13.9700,-5.7300,19.7000,147.7556
1992,3.7000,14.5800,-4.6200,19.1900,71.0165
1993,0.0000,14.1500,-4.1000,18.2500,0.0000
1994,0.9000,14.1800,-5.0900,19.2700,17.3415
1995,16.7000,13.8700,-5.0300,18.9000,315.6594
1996,0.0000,13.2500,-6.3100,19.5700,0.0000
1997,0.0000,15.5600,-5.1000,20.6600,0.0000
1998,0.1000,13.7700,-5.3000,19.0700,1.9071
1999,5.0000,14.5900,-4.0300,18.6300,93.1285
2000,0.0000,15.1700,-4.8300,20.0000,0.0000
2001,0.3000,14.7800,-4.9400,19.7300,5.9188
2002,3.7000,14.8100,-5.2600,20.0700,74.2666
2003,10.0000,13.5700,-5.5700,19.1400,191.3742
2004,1.6000,15.1000,-4.4600,19.5600,31.3020
2005,1.4000,14.7800,-4.8900,19.6700,27.5401
2006,11.4000,15.1300,-6.9500,22.0700,251.6544
2007,0.0000,15.8600,-5.1300,20.9900,0.0000
2008,5.2000,15.8800,-7.6700,23.5500,122.4582
2009,0.5000,15.2000,-4.2600,19.4600,9.7316
2010,10.1000,13.8900,-4.6800,18.5700,187.6034
2011,0.1000,13.7200,-7.1100,20.8300,2.0830
2012,1.7000,14.5400,-7.4700,22.0100,37.4180
2013,0.0000,15.6300,-6.1900,21.8200,0.0000
2014,0.0000,13.8900,-5.5300,19.4100,0.0000
2015,2.4000,15.1800,-5.5900,20.7700,49.8542
2016,1.2000,16.0200,-4.2100,20.2300,24.2793
2017,4.7000,15.7100,-2.9200,18.6300,87.5704
2018,3.0000,15.8300,-4.8300,20.6600,61.9682
2019,0.0000,15.9400,-5.7500,21.6900,0.0000
