year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,21.3000,2.2100,-16.3600,18.5800,395.6660
1981,32.3000,3.4500,-16.5600,20.0100,646.2177
1982,34.1000,3.8300,-14.2500,18.0800,616.5799
1983,26.2000,4.2300,-15.3800,19.6200,513.9377
1984,21.9000,1.5300,-16.3300,17.8600,391.1598
1985,45.7000,2.7000,-15.8600,18.5700,848.4448
1986,31.7000,2.9600,-17.2200,20.1900,639.8737
1987,51.7000,2.4300,-14.2600,16.6900,862.8430
1988,19.3000,1.9800,-14.3100,16.2800,314.2345
1989,17.2000,4.0000,-11.8300,15.8300,272.2183
1990,38.6000,3.9300,-13.0900,17.0200,657.1585
1991,33.7000,2.9500,-14.2000,17.1400,577.7336
1992,44.3000,3.3000,-13.2700,16.5700,733.8730
1993,37.1000,3.2400,-13.2500,16.4900,611.7835
1994,33.3000,2.9700,-13.7900,16.7600,558.2037
1995,37.4000,2.0600,-13.5600,15.6100,583.9748
1996,15.0000,2.5600,-14.8000,17.3600,260.3799
1997,22.1000,3.5000,-13.1400,16.6400,367.6474
1998,40.2000,6.1100,-12.9100,19.0200,764.6836
1999,23.8000,3.9500,-14.0300,17.9800,427.9780
2000,36.3000,4.2800,-15.9800,20.2600,735.3430
2001,31.4000,4.6200,-15.7500,20.3800,639.7780
2002,26.3000,6.3200,-13.0400,19.3700,509.3872
2003,29.7000,5.4400,-14.8400,20.2800,602.2227
2004,58.4000,4.3900,-13.3500,17.7300,1035.6129
2005,38.3000,3.2500,-15.4100,18.6600,714.7622
2006,25.3000,3.9100,-16.1500,20.0600,507.4557
2007,18.9000,3.7900,-11.5500,15.3400,289.9497
2008,15.2000,6.0000,-14.1300,20.1300,305.9209
2009,36.4000,5.1200,-13.5400,18.6600,679.2873
2010,23.8000,2.5500,-15.0200,17.5700,418.1913
2011,15.1000,3.4800,-14.8800,18.3600,277.2747
2012,13.5000,4.1200,-16.0300,20.1400,271.9263
2013,19.7000,3.4900,-16.4600,19.9500,392.9332
2014,18.6000,5.3600,-13.9600,19.3200,359.3277
2015,29.1000,5.4400,-14.0000,19.4500,565.8699
2016,51.9000,5.6300,-14.9100,20.5300,1065.6461
2017,68.2000,5.1500,-14.2100,19.3500,1319.9748
2018,31.5000,6.2200,-16.6100,22.8300,719.2333
2019,26.2000,5.2300,-13.4200,18.6600,488.7857
