year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,2.9000,5.9600,-11.5600,17.5200,50.8168
1981,6.4000,8.5500,-11.7500,20.3100,129.9693
1982,0.6000,7.6300,-8.7900,16.4300,9.8562
1983,2.1000,8.7900,-9.8100,18.6000,39.0696
1984,0.6000,6.3000,-10.8100,17.1100,10.2633
1985,16.8000,6.9800,-12.6100,19.5900,329.1372
1986,0.8000,8.1600,-11.4800,19.6400,15.7127
1987,6.7000,6.8300,-10.2700,17.1000,114.5734
1988,0.4000,6.7700,-8.8800,15.6500,6.2599
1989,2.9000,9.3800,-7.8800,17.2600,50.0650
1990,14.7000,8.2000,-10.2800,18.4800,271.6723
1991,4.6000,6.9900,-9.5900,16.5800,76.2538
1992,3.0000,7.5900,-8.3200,15.9100,47.7169
1993,9.0000,7.9300,-9.0100,16.9400,152.4839
1994,3.1000,8.0200,-9.1700,17.1900,53.3012
1995,5.5000,6.9800,-9.0400,16.0200,88.1002
1996,2.5000,8.0800,-9.4700,17.5500,43.8796
1997,6.4000,8.0400,-8.4000,16.4400,105.1896
1998,3.5000,10.4400,-8.5200,18.9600,66.3608
1999,2.6000,7.1200,-7.7600,14.8800,38.6867
2000,8.4000,8.8500,-10.9800,19.8300,166.6011
2001,3.9000,8.7400,-11.7000,20.4300,79.6954
2002,0.0000,10.3800,-7.0400,17.4200,0.0000
2003,2.2000,8.4200,-9.2000,17.6200,38.7655
2004,7.3000,8.4100,-8.4800,16.8900,123.2893
2005,1.3000,7.6400,-11.4500,19.0900,24.8145
2006,2.4000,7.6300,-11.1600,18.7800,45.0838
2007,1.2000,7.6500,-7.5300,15.1800,18.2212
2008,6.0000,9.2400,-10.1200,19.3600,116.1795
2009,1.5000,9.2000,-9.2700,18.4800,27.7132
2010,3.7000,5.3600,-12.2700,17.6300,65.2262
2011,1.5000,7.6600,-10.7900,18.4500,27.6764
2012,3.4000,8.2700,-12.4100,20.6800,70.2991
2013,8.1000,7.0300,-13.9900,21.0200,170.2923
2014,7.1000,9.0600,-8.8900,17.9500,127.4671
2015,6.3000,9.3900,-8.1700,17.5500,110.5880
2016,6.2000,10.0000,-10.1600,20.1600,124.9945
2017,6.5000,9.7500,-7.8800,17.6300,114.5953
2018,1.0000,9.7700,-11.8800,21.6500,21.6485
2019,2.4000,9.6600,-9.0800,18.7400,44.9860
