year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,3.8000,9.4300,-5.4000,14.8200,56.3223
1981,4.7000,10.2300,-4.6500,14.8900,69.9637
1982,4.3000,9.2600,-3.9400,13.2000,56.7449
1983,9.1000,8.3200,-5.9800,14.2900,130.0660
1984,2.3000,9.0100,-5.9300,14.9400,34.3633
1985,3.6000,9.2000,-5.1900,14.3900,51.7882
1986,3.7000,9.2300,-4.9000,14.1300,52.2782
1987,4.7000,9.3900,-2.8600,12.2500,57.5711
1988,5.3000,8.2900,-4.0900,12.3800,65.6041
1989,11.2000,8.7200,-4.4600,13.1900,147.6850
1990,7.2000,9.1000,-3.2200,12.3300,88.7438
1991,3.9000,9.2000,-3.4500,12.6600,49.3564
1992,2.6000,9.4400,-4.6700,14.1100,36.6817
1993,16.1000,9.2900,-4.1800,13.4700,216.8168
1994,4.4000,10.0400,-4.2000,14.2400,62.6374
1995,16.7000,9.0100,-4.6300,13.6400,227.8041
1996,1.7000,8.3000,-4.6700,12.9700,22.0570
1997,1.4000,10.8300,-3.6300,14.4600,20.2400
1998,1.1000,10.8000,-3.9800,14.7800,16.2604
1999,0.1000,10.3400,-2.8200,13.1600,1.3161
2000,9.3000,10.4500,-4.3800,14.8300,137.9112
2001,4.2000,9.5700,-2.9300,12.5000,52.5029
2002,4.8000,9.8600,-2.8000,12.6600,60.7775
2003,0.6000,9.8900,-2.8500,12.7400,7.6448
2004,5.7000,10.7600,-3.6500,14.4200,82.1762
2005,5.8000,10.4600,-3.5600,14.0100,81.2828
2006,11.7000,10.2600,-3.9500,14.2100,166.2547
2007,3.1000,10.4700,-2.6000,13.0700,40.5055
2008,6.7000,11.4200,-5.8900,17.3100,115.9456
2009,5.8000,10.9300,-2.8100,13.7400,79.7071
2010,1.5000,9.5200,-3.1200,12.6400,18.9642
2011,2.2000,9.9100,-4.9800,14.8900,32.7527
2012,8.8000,10.6900,-5.3600,16.0500,141.2747
2013,7.3000,12.3900,-3.6800,16.0700,117.2801
2014,7.4000,10.8800,-3.1800,14.0600,104.0311
2015,5.0000,11.1200,-2.5600,13.6700,68.3593
2016,8.3000,10.8800,-3.8500,14.7300,122.2851
2017,8.3000,10.1300,-1.6300,11.7600,97.6293
2018,4.0000,12.6200,-3.9300,16.5600,66.2378
2019,9.5000,11.2800,-3.9600,15.2400,144.8160
