year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,4.3000,11.4000,-3.9300,15.3300,65.9168
1981,3.9000,12.8500,-2.8000,15.6500,61.0353
1982,13.7000,13.0700,-2.4800,15.5400,212.9539
1983,0.8000,11.5600,-3.3100,14.8700,11.8923
1984,2.5000,11.2100,-3.9500,15.1600,37.8899
1985,20.3000,11.5000,-4.0200,15.5200,315.0555
1986,3.1000,11.9800,-3.2900,15.2700,47.3351
1987,19.6000,12.3600,-1.1000,13.4600,263.8340
1988,3.6000,11.0000,-2.6000,13.5900,48.9285
1989,20.1000,11.7400,-2.7600,14.5000,291.4316
1990,38.0000,10.8800,-2.3300,13.2100,502.0397
1991,5.3000,10.7300,-1.8100,12.5500,66.5109
1992,7.5000,12.0100,-2.8000,14.8100,111.0572
1993,5.8000,11.9200,-2.3700,14.3000,82.9174
1994,2.3000,12.2500,-2.1000,14.3500,32.9998
1995,20.5000,12.1100,-2.0700,14.1900,290.8202
1996,9.2000,10.6800,-2.7900,13.4700,123.9692
1997,2.1000,12.8600,-1.4000,14.2600,29.9431
1998,10.7000,12.7700,-1.9500,14.7300,157.5696
1999,0.0000,13.2500,-0.2400,13.5000,0.0000
2000,13.1000,13.6300,-2.9900,16.6200,217.7144
2001,13.7000,13.4400,-0.5400,13.9800,191.5452
2002,7.0000,12.9800,-0.1700,13.1400,91.9915
2003,26.6000,12.1100,-2.3300,14.4400,384.0404
2004,3.8000,14.0500,-1.5000,15.5500,59.1066
2005,10.3000,13.5800,-3.1300,16.7100,172.1406
2006,21.8000,13.8500,-2.1300,15.9700,348.2439
2007,7.8000,13.5600,-0.9100,14.4700,112.8389
2008,23.1000,13.3500,-3.0800,16.4300,379.4365
2009,13.5000,13.7000,-1.1700,14.8700,200.7153
2010,11.2000,11.6100,-2.3300,13.9400,156.0880
2011,21.7000,12.3700,-2.6600,15.0200,325.9744
2012,7.3000,13.5500,-3.3900,16.9300,123.6150
2013,14.8000,14.7300,-2.5400,17.2700,255.5692
2014,17.7000,14.3100,-1.4500,15.7600,278.9674
2015,14.6000,14.2100,-0.8400,15.0500,219.6792
2016,2.0000,14.0000,-1.3800,15.3800,30.7605
2017,18.9000,14.3000,0.6500,13.6500,258.0069
2018,10.8000,15.7500,-1.1100,16.8700,182.1477
2019,8.8000,14.5000,-1.8000,16.3100,143.4880
