year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,9.8000,3.1800,-16.4000,19.5800,191.8890
1981,22.4000,3.4200,-15.4400,18.8600,422.4521
1982,12.4000,4.6500,-13.3000,17.9600,222.6752
1983,27.0000,4.8600,-13.8000,18.6600,503.8115
1984,20.6000,2.3600,-16.2100,18.5700,382.5579
1985,23.7000,4.2200,-16.0400,20.2700,480.3074
1986,20.8000,3.7100,-16.4200,20.1300,418.6296
1987,28.4000,2.9600,-14.5400,17.5000,496.9602
1988,13.0000,2.7200,-13.8700,16.5900,215.6256
1989,25.0000,4.7000,-11.9600,16.6600,416.4450
1990,37.2000,5.3700,-14.4600,19.8300,737.7407
1991,50.2000,3.8400,-13.7000,17.5500,880.8487
1992,7.3000,4.0000,-12.7700,16.7800,122.4633
1993,31.6000,4.1100,-12.9400,17.0600,538.9479
1994,8.9000,3.4700,-14.1500,17.6200,156.8244
1995,14.5000,3.6500,-12.8700,16.5100,239.4444
1996,17.2000,4.1800,-13.0000,17.1800,295.5785
1997,41.8000,3.9100,-13.8200,17.7300,741.2867
1998,17.3000,7.3300,-13.0600,20.3900,352.6977
1999,20.5000,2.8800,-12.7600,15.6400,320.5834
2000,48.6000,3.9800,-15.0300,19.0200,924.1564
2001,23.4000,4.1500,-17.3000,21.4600,502.0594
2002,63.6000,6.1000,-11.8400,17.9500,1141.3358
2003,11.4000,5.8900,-13.3900,19.2800,219.8443
2004,24.8000,4.0000,-12.3700,16.3700,405.9306
2005,29.8000,2.7000,-15.2100,17.9200,533.9145
2006,20.1000,3.3600,-14.9900,18.3500,368.8381
2007,34.3000,2.7500,-10.2800,13.0300,446.8553
2008,17.6000,5.6300,-12.7400,18.3700,323.3498
2009,33.8000,4.7800,-12.7500,17.5300,592.3801
2010,62.3000,1.8600,-15.3900,17.2500,1074.7969
2011,23.1000,2.8100,-14.6300,17.4500,403.0370
2012,9.2000,3.7500,-15.8500,19.6000,180.3052
2013,23.7000,2.6500,-16.5000,19.1500,453.9592
2014,13.2000,4.9700,-14.1400,19.1100,252.3180
2015,37.0000,5.2200,-13.1900,18.4000,680.9519
2016,65.0000,5.0500,-13.0800,18.1300,1178.5373
2017,18.1000,5.3200,-11.6700,16.9900,307.4718
2018,12.0000,4.8400,-15.7400,20.5700,246.8962
2019,2.0000,5.9500,-11.4000,17.3600,34.7154
