year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,0.4000,4.3100,-16.0300,20.3400,8.1361
1981,7.7000,6.4700,-19.6800,26.1500,201.3262
1982,1.7000,6.1800,-14.1000,20.2800,34.4785
1983,2.5000,5.6700,-16.2200,21.9000,54.7432
1984,1.4000,4.8000,-16.0500,20.8500,29.1876
1985,3.0000,4.0400,-16.1500,20.1900,60.5705
1986,1.7000,6.0800,-20.6600,26.7400,45.4663
1987,5.4000,5.1700,-18.3500,23.5200,126.9938
1988,2.3000,3.6100,-14.3000,17.9200,41.2101
1989,4.8000,6.8900,-13.0900,19.9800,95.9207
1990,4.0000,6.8500,-16.6500,23.5000,93.9958
1991,1.1000,4.4600,-13.6300,18.0900,19.9000
1992,4.8000,6.4500,-15.7900,22.2500,106.7893
1993,1.7000,5.8200,-16.1600,21.9700,37.3541
1994,1.4000,6.9400,-15.4500,22.3900,31.3493
1995,3.6000,4.8000,-14.1500,18.9500,68.2083
1996,2.8000,5.9000,-14.3200,20.2300,56.6306
1997,2.2000,7.4400,-13.1000,20.5400,45.1861
1998,4.1000,8.7000,-11.7500,20.4500,83.8316
1999,2.0000,6.7800,-12.8500,19.6300,39.2629
2000,4.3000,7.0800,-18.6100,25.6900,110.4777
2001,1.5000,6.9800,-14.7000,21.6800,32.5142
2002,0.0000,7.8300,-10.9600,18.7900,0.0000
2003,8.3000,6.5400,-16.6100,23.1400,192.1011
2004,0.4000,7.5000,-11.9800,19.4800,7.7925
2005,4.7000,6.5100,-16.0000,22.5100,105.8060
2006,2.3000,6.4700,-15.0500,21.5200,49.4900
2007,2.9000,7.2700,-13.1500,20.4200,59.2296
2008,2.0000,8.2100,-14.3800,22.5800,45.1647
2009,7.7000,8.7500,-12.8000,21.5500,165.9692
2010,5.9000,4.5900,-16.3800,20.9700,123.7375
2011,5.9000,6.0900,-14.5800,20.6700,121.9603
2012,1.6000,6.2500,-18.7600,25.0100,40.0167
2013,3.6000,7.1000,-17.7800,24.8900,89.5877
2014,0.6000,8.4100,-11.8200,20.2200,12.1332
2015,3.1000,6.9100,-11.8200,18.7300,58.0553
2016,6.2000,7.4300,-15.2400,22.6700,140.5538
2017,5.5000,8.2500,-11.7800,20.0400,110.2014
2018,2.1000,9.8500,-14.1600,24.0200,50.4371
2019,4.9000,7.7800,-14.8300,22.6000,110.7588
