year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,1.3000,9.4900,-8.1700,17.6600,22.9570
1981,2.4000,10.9800,-7.0900,18.0800,43.3849
1982,2.7000,10.1000,-7.0100,17.1200,46.2188
1983,3.9000,9.3900,-7.9000,17.2900,67.4230
1984,0.6000,9.9400,-9.0000,18.9400,11.3632
1985,6.2000,9.3900,-9.1900,18.5800,115.2179
1986,0.6000,9.9300,-6.9500,16.8800,10.1309
1987,0.1000,10.3300,-4.6500,14.9800,1.4980
1988,9.0000,9.0400,-6.9100,15.9500,143.5412
1989,3.8000,10.4700,-7.8900,18.3600,69.7702
1990,3.1000,9.9200,-5.2500,15.1700,47.0360
1991,0.8000,9.9800,-6.1400,16.1300,12.9034
1992,4.1000,10.5600,-7.3600,17.9300,73.4998
1993,3.1000,10.2200,-5.4500,15.6800,48.5925
1994,0.0000,10.2500,-6.6500,16.9000,0.0000
1995,5.6000,9.4900,-6.5700,16.0600,89.9378
1996,0.8000,9.8600,-7.9000,17.7600,14.2078
1997,1.1000,12.1900,-6.2400,18.4300,20.2780
1998,3.8000,11.2400,-6.6900,17.9400,68.1557
1999,3.9000,11.0500,-5.1500,16.2000,63.1844
2000,4.1000,11.3500,-6.9600,18.3100,75.0774
2001,0.5000,10.9400,-5.1900,16.1300,8.0673
2002,3.0000,10.8900,-6.5100,17.4000,52.2107
2003,3.9000,10.2900,-7.3500,17.6300,68.7669
2004,2.0000,12.1500,-6.3000,18.4500,36.8913
2005,0.9000,11.4000,-7.0000,18.4000,16.5570
2006,13.1000,11.2600,-8.1700,19.4300,254.4726
2007,0.0000,11.2600,-4.7200,15.9800,0.0000
2008,8.9000,12.5400,-9.7600,22.3000,198.5049
2009,3.9000,12.1100,-5.8900,18.0000,70.1905
2010,12.0000,9.1900,-6.5400,15.7300,188.7887
2011,4.5000,10.4500,-8.0800,18.5300,83.3949
2012,1.4000,11.7700,-7.9400,19.7200,27.6020
2013,3.9000,13.3400,-5.9700,19.3100,75.3016
2014,0.2000,11.3500,-5.9400,17.2900,3.4571
2015,0.9000,11.7400,-6.1600,17.9000,16.1101
2016,6.2000,11.6900,-7.0700,18.7600,116.3220
2017,0.0000,11.2800,-4.3700,15.6500,0.0000
2018,2.0300,11.5700,-5.8300,17.4000,35.3821
2019,2.1000,11.5700,-5.5900,17.1600,36.0311
