year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,5.2000,-4.7900,-27.6700,22.8800,118.9835
1981,14.2000,-1.0000,-28.1000,27.0900,384.7425
1982,9.3000,-2.2900,-25.3200,23.0300,214.1469
1983,9.0000,-1.5300,-25.9300,24.4000,219.6352
1984,14.1000,-2.1000,-26.6800,24.5900,346.6734
1985,15.3000,-1.8600,-28.6000,26.7400,409.1246
1986,14.3000,-2.0000,-26.0000,24.0100,343.2788
1987,19.3000,-4.7500,-26.3100,21.5600,416.1299
1988,27.1000,-2.8700,-26.1500,23.2900,631.0328
1989,9.1000,-0.5100,-24.2200,23.7100,215.7430
1990,18.8000,1.4500,-25.6800,27.1300,509.9623
1991,17.5000,-2.3400,-24.8400,22.5000,393.8231
1992,15.0000,-1.0000,-25.4600,24.4700,367.0213
1993,18.3000,-0.8900,-24.5700,23.6800,433.3418
1994,15.4000,-2.0400,-25.8000,23.7600,365.9170
1995,7.2000,-2.8100,-23.1100,20.3000,146.1699
1996,10.5000,-1.7800,-25.0100,23.2300,243.8631
1997,19.6000,-0.4700,-26.5700,26.1100,511.6755
1998,11.2000,0.5400,-25.7400,26.2900,294.4001
1999,18.7000,-3.3700,-23.6700,20.3000,379.6190
2000,16.4000,-1.0200,-27.3700,26.3500,432.1339
2001,7.7000,-1.3700,-30.3400,28.9800,223.1400
2002,21.9000,0.5800,-24.7700,25.3500,555.0555
2003,14.4000,-0.8700,-26.4800,25.6100,368.7889
2004,19.6000,-2.6300,-25.2400,22.6200,443.2885
2005,11.8000,-2.3600,-26.9500,24.5900,290.1526
2006,17.3000,-2.3400,-27.2500,24.9100,430.8824
2007,16.9000,-1.5800,-23.5200,21.9400,370.7586
2008,9.5000,0.6000,-25.6200,26.2200,249.0877
2009,26.9000,-0.5000,-26.6200,26.1200,702.5988
2010,25.9000,-3.5100,-27.6900,24.1800,626.2945
2011,29.0000,-1.6200,-26.8400,25.2200,731.3611
2012,8.3000,-1.9500,-29.8400,27.8900,231.4746
2013,17.4000,-2.5600,-29.3200,26.7600,465.6660
2014,15.1000,0.5000,-24.7700,25.2800,381.6930
2015,8.7000,-0.7300,-23.6500,22.9200,199.4389
2016,17.4000,0.2100,-25.0600,25.2800,439.8349
2017,14.3000,0.5200,-24.3400,24.8600,355.4604
2018,4.9000,-0.2500,-29.5600,29.3100,143.6086
2019,6.9000,-0.8300,-24.5400,23.7100,163.6190
