year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,17.9000,6.6600,-13.5800,20.2500,362.3998
1981,18.2000,9.8400,-11.2200,21.0600,383.3149
1982,14.6000,9.5300,-9.3400,18.8700,275.5235
1983,16.4000,9.6400,-9.4200,19.0600,312.6426
1984,26.0000,7.6100,-12.6800,20.2900,527.5978
1985,35.7000,6.4100,-14.4300,20.8400,744.1355
1986,15.2000,8.3500,-10.8000,19.1600,291.1968
1987,59.0000,7.3700,-9.5200,16.8900,996.5528
1988,45.3000,6.3600,-11.5000,17.8600,808.9973
1989,33.1000,8.1500,-10.0700,18.2200,603.0828
1990,42.3000,8.7100,-8.4700,17.1800,726.6139
1991,18.5000,8.6700,-9.5200,18.1900,336.5074
1992,33.7000,8.7800,-8.6600,17.4400,587.6472
1993,49.4000,7.7900,-9.4600,17.2500,852.3803
1994,35.5000,7.3000,-12.1300,19.4400,690.0377
1995,55.0000,8.9000,-9.6300,18.5300,1019.3320
1996,42.8000,7.7900,-12.1300,19.9200,852.6167
1997,22.5000,12.7500,-8.8900,21.6500,487.0489
1998,24.8000,7.6900,-10.1500,17.8400,442.4110
1999,42.6000,8.6700,-8.5100,17.1800,731.8505
2000,83.7000,10.5800,-10.1700,20.7500,1736.5641
2001,41.5000,10.8800,-9.2700,20.1500,836.1037
2002,31.7000,8.6100,-10.5100,19.1200,606.1002
2003,49.7000,6.7800,-10.3200,17.1000,849.7788
2004,55.3000,10.5900,-9.9700,20.5700,1137.4818
2005,53.6000,10.6000,-12.5600,23.1500,1240.9047
2006,84.3000,9.9900,-10.7000,20.6900,1744.4684
2007,33.8000,10.0700,-8.1300,18.2000,615.2955
2008,31.6000,12.3400,-11.4300,23.7700,751.0594
2009,30.7000,10.5100,-8.9700,19.4800,598.1294
2010,48.4700,6.7900,-10.8700,17.6500,855.5057
2011,59.7000,8.3200,-12.0100,20.3300,1213.4789
2012,39.7000,11.0500,-12.0500,23.1000,917.0468
2013,47.4000,11.4800,-11.0400,22.5300,1067.7823
2014,43.8000,9.2700,-10.3600,19.6300,859.6776
2015,52.2000,10.8800,-8.8000,19.6800,1027.3754
2016,69.9000,10.7300,-9.0500,19.7800,1382.3084
2017,53.0000,8.5400,-8.1400,16.6900,884.4311
2018,58.4300,10.0500,-8.4800,18.5300,1082.6927
2019,60.9000,10.0500,-8.2500,18.3000,1114.2996
