year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,3.4000,-0.4000,-22.6100,22.2100,75.5157
1981,8.4000,2.1100,-20.6900,22.8000,191.5549
1982,6.9000,2.4700,-19.1100,21.5800,148.9217
1983,8.1000,2.7000,-20.1900,22.9000,185.4534
1984,13.7000,2.1600,-21.0100,23.1700,317.3949
1985,8.6000,2.4400,-22.6300,25.0700,215.5852
1986,4.5000,2.9200,-20.5300,23.4600,105.5526
1987,5.4000,0.0200,-21.3400,21.3600,115.3535
1988,14.4000,1.5800,-21.1600,22.7400,327.4524
1989,4.8000,3.8000,-17.3100,21.1100,101.3122
1990,14.7000,5.2100,-20.2100,25.4100,373.5416
1991,13.0000,1.9200,-17.9500,19.8700,258.3179
1992,24.0000,3.2200,-20.5200,23.7400,569.7182
1993,15.8000,3.3400,-18.5200,21.8600,345.3914
1994,17.6000,2.2000,-22.1100,24.3100,427.9151
1995,6.8000,1.8800,-17.9800,19.8500,135.0063
1996,12.5000,3.7000,-18.6500,22.3500,279.3822
1997,25.2000,3.4600,-20.3200,23.7800,599.2767
1998,16.6000,5.0500,-20.4900,25.5500,424.0546
1999,23.3000,0.6100,-19.8200,20.4200,475.8867
2000,32.3000,3.0200,-20.2000,23.2200,749.8511
2001,12.1000,2.9000,-23.3700,26.2700,317.8267
2002,22.2000,5.0500,-16.7600,21.8200,484.3772
2003,7.9000,5.0000,-19.4600,24.4700,193.2863
2004,29.4000,2.4200,-19.1500,21.5700,634.2246
2005,17.9000,2.2700,-19.6800,21.9500,392.9361
2006,17.8000,2.8600,-21.4800,24.3300,433.1505
2007,17.8000,2.9000,-18.5300,21.4300,381.3960
2008,2.7000,5.6100,-17.3400,22.9500,61.9779
2009,20.4000,3.1300,-21.4800,24.6100,502.0312
2010,29.5000,1.8900,-21.6700,23.5600,694.8974
2011,21.8000,3.3100,-20.2300,23.5400,513.1451
2012,12.2000,2.6500,-21.8600,24.5100,299.0542
2013,28.6000,1.6400,-22.6300,24.2700,694.1904
2014,27.1000,5.0400,-20.6300,25.6700,695.7231
2015,40.0000,3.5000,-18.3600,21.8600,874.3783
2016,9.5000,4.2400,-18.6700,22.9200,217.7228
2017,21.1000,4.7900,-17.6700,22.4600,473.9335
2018,9.9000,4.7100,-21.4100,26.1200,258.5959
2019,6.5000,4.0600,-17.3800,21.4400,139.3423
