year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,4.7000,3.7500,-18.3700,22.1200,103.9613
1981,6.9000,4.7200,-16.4300,21.1500,145.9017
1982,11.7000,5.8200,-14.2900,20.1100,235.2683
1983,16.3000,5.6800,-14.4800,20.1600,328.6159
1984,12.4000,4.2700,-17.0800,21.3500,264.7640
1985,11.7000,5.0700,-17.1200,22.1900,259.6055
1986,8.9000,5.1300,-17.3200,22.4500,199.8190
1987,14.6000,3.8700,-15.6300,19.5000,284.7423
1988,14.7000,4.1900,-16.0300,20.2200,297.2650
1989,6.7000,6.1200,-12.8100,18.9300,126.8577
1990,21.6000,7.2800,-15.5700,22.8500,493.5944
1991,13.9000,5.0500,-13.7000,18.7500,260.6408
1992,15.8000,5.6100,-14.5200,20.1300,318.0648
1993,16.8000,5.7600,-14.5100,20.2700,340.5681
1994,18.4000,4.4500,-16.2400,20.6900,380.6951
1995,14.9000,4.7700,-13.8300,18.6000,277.1339
1996,10.0000,6.2800,-13.3100,19.6000,195.9907
1997,8.7000,5.4200,-14.9700,20.3900,177.3798
1998,5.5000,8.0800,-13.7500,21.8200,120.0372
1999,11.0000,3.1200,-13.9900,17.1100,188.2416
2000,26.7000,5.4100,-16.0900,21.5000,574.1639
2001,11.3000,5.5200,-18.9000,24.4200,275.9899
2002,30.2000,7.2200,-12.8000,20.0300,604.7900
2003,10.6000,7.5200,-14.8500,22.3800,237.2103
2004,16.7000,5.3000,-14.0400,19.3400,322.9527
2005,27.5000,4.4800,-16.2800,20.7600,571.0036
2006,18.6000,5.0700,-16.4500,21.5100,400.1210
2007,27.5000,5.0300,-11.9600,16.9900,467.1154
2008,13.7000,7.8000,-13.3000,21.1100,289.1749
2009,15.5000,6.6100,-14.7000,21.3100,330.3694
2010,31.0000,3.0500,-17.3200,20.3600,631.2311
2011,30.4000,4.9600,-16.3000,21.2500,646.1292
2012,8.1000,5.5600,-16.5200,22.0900,178.9153
2013,19.1000,4.2200,-18.4100,22.6300,432.2879
2014,14.2000,6.6900,-16.2400,22.9300,325.5933
2015,29.8000,6.3600,-14.6000,20.9600,624.6354
2016,39.8000,6.6100,-14.9300,21.5400,857.4875
2017,28.4000,7.2700,-13.3800,20.6500,586.4168
2018,33.2000,6.2500,-17.2000,23.4500,778.5416
2019,5.0000,7.4300,-11.7300,19.1600,95.8240
