year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,14.0000,3.8400,-5.8500,9.6900,135.7006
1981,2.1000,3.2400,-5.4300,8.6600,18.1936
1982,9.6000,2.9400,-6.4600,9.4000,90.2736
1983,14.9000,2.7000,-8.9600,11.6600,173.7513
1984,15.4000,4.0900,-5.6700,9.7600,150.2782
1985,18.1000,3.9700,-6.5900,10.5600,191.1277
1986,8.1000,3.1600,-6.5800,9.7400,78.9282
1987,17.0000,3.6600,-5.4800,9.1400,155.3381
1988,17.7000,3.5200,-5.3500,8.8700,157.0012
1989,20.1000,3.1700,-6.3700,9.5500,191.8560
1990,17.8000,2.3300,-7.6200,9.9600,177.2158
1991,13.5000,3.6700,-6.2500,9.9200,133.9151
1992,28.3000,3.4000,-8.0600,11.4600,324.3318
1993,12.6000,3.2400,-6.4200,9.6500,121.6357
1994,18.0000,3.4200,-5.9300,9.3500,168.3722
1995,18.3000,3.6500,-7.0600,10.7000,195.8931
1996,18.2000,4.1200,-6.7800,10.9100,198.5550
1997,20.2000,3.0800,-7.3700,10.4500,211.1198
1998,11.0000,4.6900,-6.2900,10.9700,120.7221
1999,23.0000,4.4900,-5.1300,9.6300,221.4417
2000,8.4000,2.8500,-6.7900,9.6500,81.0319
2001,20.1000,2.3100,-6.0200,8.3300,167.4078
2002,16.1000,3.7900,-5.6400,9.4300,151.8802
2003,8.7000,4.5100,-5.3400,9.8600,85.7412
2004,12.0000,4.5100,-5.4600,9.9700,119.6421
2005,22.6000,3.8200,-4.9300,8.7400,197.5666
2006,9.1000,3.6100,-3.3400,6.9400,63.1630
2007,25.4000,4.6000,-6.6000,11.2000,284.5371
2008,48.3000,4.0000,-5.5900,9.5900,463.2035
2009,11.0000,4.6700,-4.5900,9.2600,101.8193
2010,5.5000,4.6900,-5.1100,9.7900,53.8649
2011,8.8000,3.4500,-6.5800,10.0300,88.3031
2012,12.3000,3.9100,-5.0200,8.9200,109.7261
2013,12.7000,4.1600,-5.4300,9.5900,121.7915
2014,21.3000,4.2600,-5.9600,10.2300,217.8455
2015,11.1000,4.2600,-5.8400,10.1000,112.0950
2016,22.7000,4.4200,-6.8200,11.2400,255.1093
2017,20.8000,3.7300,-4.2000,7.9300,164.9546
2018,12.4000,4.0900,-3.9600,8.0500,99.8503
2019,16.9000,4.0600,-5.2300,9.2900,157.0537
