year,S_winter_mm,T_spring_3-5C,T_winter_prev_12-1-2C,DeltaT_C,PSI
1980,3.9000,9.3000,-9.4300,18.7200,73.0190
1981,6.4000,11.7000,-10.0700,21.7700,139.3206
1982,0.9000,11.2600,-7.3100,18.5700,16.7088
1983,0.9000,11.3500,-7.6300,18.9800,17.0850
1984,0.0000,9.7800,-9.3500,19.1300,0.0000
1985,22.0000,9.6000,-10.9900,20.5900,453.0533
1986,3.9000,10.8600,-8.9600,19.8200,77.2883
1987,17.8000,9.6900,-7.9000,17.5900,313.0667
1988,1.0000,9.7100,-6.5400,16.2500,16.2526
1989,2.3000,12.6300,-5.7500,18.3900,42.2901
1990,15.3000,10.8800,-7.6400,18.5200,283.3970
1991,4.3000,9.8600,-6.7100,16.5700,71.2641
1992,4.6000,10.9800,-6.5100,17.4900,80.4655
1993,2.1000,11.3700,-6.4800,17.8500,37.4886
1994,2.5000,11.2100,-6.3300,17.5400,43.8549
1995,4.8000,10.4400,-5.7100,16.1500,77.5105
1996,2.0000,11.1100,-6.1300,17.2400,34.4767
1997,2.6000,11.8400,-5.3400,17.1800,44.6686
1998,2.6000,12.8700,-5.3800,18.2500,47.4575
1999,0.2000,10.4300,-4.2300,14.6600,2.9325
2000,9.0000,11.8000,-8.4400,20.2400,182.1165
2001,5.2000,12.1300,-8.4400,20.5700,106.9437
2002,2.2000,13.3000,-4.3900,17.6900,38.9277
2003,3.9000,12.2600,-6.0500,18.3000,71.3866
2004,2.2000,12.3000,-4.5300,16.8300,37.0156
2005,6.9000,10.6600,-7.5800,18.2300,125.8092
2006,6.1000,10.5400,-7.6900,18.2300,111.2115
2007,2.1000,10.7700,-4.8800,15.6500,32.8734
2008,9.0000,12.1300,-7.3500,19.4800,175.3585
2009,13.0000,12.2900,-6.1700,18.4600,240.0397
2010,10.8700,8.6500,-8.9100,17.5500,190.7631
2011,0.1000,10.8300,-7.3200,18.1500,1.8146
2012,3.7000,11.0700,-9.1700,20.2400,74.8755
2013,3.3000,9.7300,-9.0900,18.8300,62.1329
2014,3.1000,12.9300,-5.7200,18.6500,57.8165
2015,7.9000,12.4900,-5.0400,17.5300,138.5063
2016,7.0000,12.8700,-6.8700,19.7400,138.2021
2017,13.3000,13.0600,-4.8700,17.9300,238.4526
2018,0.0000,12.5800,-7.9100,20.4900,0.0000
2019,0.1000,13.0600,-6.2500,19.3100,1.9313
